Tensao [V];Corrente [A]
-5;-0,0003672068
-4,95;-0,0003513317
-4,9;-0,0003443708
-4,85;-0,0003399054
-4,8;-0,0003369159
-4,75;-0,0003359379
-4,7;-0,000333305
-4,65;-0,000331953
-4,6;-0,0003297602
-4,55;-0,0003281116
-4,5;-0,0003270195
-4,45;-0,0003244066
-4,4;-0,0003231134
-4,35;-0,0003231733
-4,3;-0,000323416
-4,25;-0,0003212038
-4,2;-0,0003195808
-4,15;-0,0003181147
-4,1;-0,0003170153
-4,05;-0,0003156217
-4;-0,0003134646
-3,95;-0,0003119091
-3,9;-0,0003105559
-3,85;-0,0003090731
-3,8;-0,0003066067
-3,75;-0,0003074119
-3,7;-0,0003110937
-3,65;-0,0003031651
-3,6;-0,0003018521
-3,55;-0,0002995038
-3,5;-0,0002983615
-3,45;-0,0002992317
-3,4;-0,0002999817
-3,35;-0,0002977168
-3,3;-0,0002974344
-3,25;-0,0002965301
-3,2;-0,0002941523
-3,15;-0,000292868
-3,1;-0,0002915527
-3,05;-0,0002902313
-3;-0,0002880213
-2,95;-0,0002867488
-2,9;-0,0002851408
-2,85;-0,0002830398
-2,8;-0,000281524
-2,75;-0,0002789596
-2,7;-0,000275534
-2,65;-0,0002728191
-2,6;-0,0002692641
-2,55;-0,0002651386
-2,5;-0,0002617753
-2,45;-0,0002578885
-2,4;-0,0002533117
-2,35;-0,0002486515
-2,3;-0,0002436066
-2,25;-0,0002370283
-2,2;-0,0002304892
-2,15;-0,0002221408
-2,1;-0,0002140438
-2,05;-0,0002038447
-2;-0,0001914591
-1,95;-0,000177633
-1,9;-0,0001624221
-1,85;-0,0001441308
-1,8;-0,0001230561
-1,75;-9,961326E-05
-1,7;-7,276907E-05
-1,65;-4,237401E-05
-1,6;-7,41323E-06
-1,55;3,296712E-05
-1,5;7,962708E-05
-1,45;0,0001371913
-1,4;0,0002103735
-1,35;0,0003045368
-1,3;0,0004270412
-1,25;0,0005883611
-1,2;0,0008006222
-1,15;0,001074467
-1,1;0,001423811
-1,05;0,001864726
-1;0,002586227
-0,95;0,003091758
-0,9;0,003870501
-0,85;0,004800845
-0,8;0,005875331
-0,75;0,007099419
-0,7;0,008484444
-0,65;0,01004326
-0,6;0,01179833
-0,55;0,01378164
-0,5;0,01604151
-0,45;0,01860948
-0,4;0,02297082
-0,35;0,02630249
-0,3;0,0299261
-0,25;0,03382983
-0,2;0,03802512
-0,15;0,04255127
-0,1;0,04743741
-0,05;0,05267061
0;0,05821995
0,05;0,06398415
0,1;0,06996962
0,15;0,07609476
0,2;0,08231095
0,25;0,08857193
0,3;0,09486981
0,35;0,1012299
0,4;0,1076608
0,45;0,1141414
0,5;0,1206835
0,55;0,1272896
0,6;0,1339592
0,65;0,140676
0,7;0,1474331
0,75;0,1542169
0,8;0,1610185
0,85;0,1678031
0,9;0,1745528
0,95;0,1812568
1;0,1878717
1,05;0,1943915
1,1;0,2007947
1,15;0,2070773
1,2;0,2132176
1,25;0,2192533
1,3;0,225128
1,35;0,2308724
1,4;0,2364674
1,45;0,2419166
1,5;0,2472315
1,55;0,2524166
1,6;0,2574849
1,65;0,2624458
1,7;0,2673183
1,75;0,2720969
1,8;0,2768134
1,85;0,2814487
1,9;0,2860194
1,95;0,2905455
2;0,2950094
2,05;0,2994212
2,1;0,3037948
2,15;0,3081043
2,2;0,3123662
2,25;0,3165621
2,3;0,320697
2,35;0,3247876
2,4;0,3288168
2,45;0,3327754
2,5;0,336681
2,55;0,3405346
2,6;0,3443309
2,65;0,3480761
2,7;0,3517692
2,75;0,3554163
2,8;0,358981
2,85;0,3624918
2,9;0,3659373
2,95;0,3693193
3;0,372638
3,05;0,3758883
3,1;0,3790857
3,15;0,3822271
3,2;0,3853142
3,25;0,3883561
3,3;0,3913555
3,35;0,3943179
3,4;0,3972468
3,45;0,4001528
3,5;0,4030061
3,55;0,405863
3,6;0,4086902
3,65;0,4114892
3,7;0,4142538
3,75;0,4170149
3,8;0,4197491
3,85;0,4224489
3,9;0,4251326
3,95;0,4277854
4;0,4304172
4,05;0,433013
4,1;0,4355768
4,15;0,4381139
4,2;0,440617
4,25;0,4431136
4,3;0,4455574
4,35;0,4479678
4,4;0,4503603
4,45;0,4527137
4,5;0,4550375
4,55;0,4573334
4,6;0,4595855
4,65;0,4618164
4,7;0,46317
4,75;0,4663102
4,8;0,4685857
4,85;0,4707079
4,9;0,4728565
4,95;0,474926
5;0,476941
