Tensao [V];Corrente [A]
-5;-0,0001575769
-4,95;-0,0001514112
-4,9;-0,000147224
-4,85;-0,0001453095
-4,8;-0,0001434954
-4,75;-0,0001422708
-4,7;-0,0001402666
-4,65;-0,0001377747
-4,6;-0,0001364411
-4,55;-0,0001348169
-4,5;-0,0001330481
-4,45;-0,0001312059
-4,4;-0,0001290411
-4,35;-0,0001269304
-4,3;-0,0001240216
-4,25;-0,0001230055
-4,2;-0,0001233021
-4,15;-0,0001227199
-4,1;-0,0001213691
-4,05;-0,0001203074
-4;-0,0001178438
-3,95;-0,0001172138
-3,9;-0,0001171402
-3,85;-0,0001158396
-3,8;-0,0001139974
-3,75;-0,0001140402
-3,7;-0,0001230446
-3,65;-0,0001312708
-3,6;-0,0001213409
-3,55;-0,0001135267
-3,5;-0,0001074861
-3,45;-0,000104711
-3,4;-0,000103967
-3,35;-0,0001030892
-3,3;-0,0001017643
-3,25;-9,98974E-05
-3,2;-9,868633E-05
-3,15;-9,758439E-05
-3,1;-9,652903E-05
-3,05;-9,494402E-05
-3;-9,348542E-05
-2,95;-9,204888E-05
-2,9;-9,138079E-05
-2,85;-9,028127E-05
-2,8;-8,853589E-05
-2,75;-8,715194E-05
-2,7;-8,627796E-05
-2,65;-8,511963E-05
-2,6;-8,406788E-05
-2,55;-8,332141E-05
-2,5;-8,250262E-05
-2,45;-8,142512E-05
-2,4;-8,047765E-05
-2,35;-7,881061E-05
-2,3;-7,701858E-05
-2,25;-7,681009E-05
-2,2;-7,546671E-05
-2,15;-7,413919E-05
-2,1;-7,264259E-05
-2,05;-7,202478E-05
-2;-7,048647E-05
-1,95;-6,954137E-05
-1,9;-6,840999E-05
-1,85;-6,778979E-05
-1,8;-6,624897E-05
-1,75;-6,559077E-05
-1,7;-6,686673E-05
-1,65;-6,828742E-05
-1,6;-6,609944E-05
-1,55;-6,444713E-05
-1,5;-6,032977E-05
-1,45;-5,64784E-05
-1,4;-5,566204E-05
-1,35;-5,624059E-05
-1,3;-5,513627E-05
-1,25;-5,254495E-05
-1,2;-5,137428E-05
-1,15;-5,158393E-05
-1,1;-4,998312E-05
-1,05;-4,528226E-05
-1;-4,628989E-05
-0,95;-4,644189E-05
-0,9;-4,514994E-05
-0,85;-4,254515E-05
-0,8;-3,920128E-05
-0,75;-3,915963E-05
-0,7;-3,80405E-05
-0,65;-3,382019E-05
-0,6;-2,913043E-05
-0,55;-2,28729E-05
-0,5;-7,799691E-06
-0,45;2,395055E-05
-0,4;7,56409E-05
-0,35;0,0001722209
-0,3;0,0003487826
-0,25;0,0006644365
-0,2;0,001224643
-0,15;0,002677666
-0,1;0,003907617
-0,05;0,006299291
0;0,01005776
0,05;0,01275885
0,1;0,0160465
0,15;0,01931877
0,2;0,02402078
0,25;0,02701892
0,3;0,02994982
0,35;0,03280614
0,4;0,03556987
0,45;0,03822038
0,5;0,04076973
0,55;0,04319173
0,6;0,04551707
0,65;0,04774061
0,7;0,04988163
0,75;0,05194223
0,8;0,05392624
0,85;0,05583501
0,9;0,05768053
0,95;0,05946093
1;0,06118196
1,05;0,06283274
1,1;0,06441629
1,15;0,06595476
1,2;0,06739291
1,25;0,06876731
1,3;0,07007814
1,35;0,07133894
1,4;0,07251341
1,45;0,07363516
1,5;0,07468793
1,55;0,07568892
1,6;0,07661175
1,65;0,0774766
1,7;0,07831322
1,75;0,07910684
1,8;0,07985413
1,85;0,08056611
1,9;0,08123752
1,95;0,08190523
2;0,08254728
2,05;0,08316151
2,1;0,08374113
2,15;0,08429202
2,2;0,08483653
2,25;0,08536961
2,3;0,08588488
2,35;0,08637547
2,4;0,08685085
2,45;0,08730504
2,5;0,08774499
2,55;0,08818213
2,6;0,08861404
2,65;0,08903666
2,7;0,08943135
2,75;0,0898071
2,8;0,09018895
2,85;0,09053669
2,9;0,09086462
2,95;0,09120176
3;0,0915295
3,05;0,09182731
3,1;0,09212302
3,15;0,09240559
3,2;0,0926723
3,25;0,09292903
3,3;0,09317419
3,35;0,09341689
3,4;0,09365026
3,45;0,09387224
3,5;0,09407811
3,55;0,09429253
3,6;0,09446565
3,65;0,09468764
3,7;0,09488754
3,75;0,09509518
3,8;0,09529463
3,85;0,09549161
3,9;0,09570151
3,95;0,09591343
4;0,09612106
4,05;0,0963116
4,1;0,09651054
4,15;0,09672033
4,2;0,09691009
4,25;0,09710605
4,3;0,0973072
4,35;0,09749964
4,4;0,09769142
4,45;0,09788148
4,5;0,09807098
4,55;0,09827204
4,6;0,0984527
4,65;0,09863174
4,7;0,09880567
4,75;0,09897849
4,8;0,09915285
4,85;0,09932611
4,9;0,09949822
4,95;0,09965689
5;0,09981573
