Tensao [V];Corrente [A]
-5;-0.000167081
-4.95;-0.0001548296
-4.9;-0.0001493283
-4.85;-0.000146678
-4.8;-0.0001446497
-4.75;-0.000142458
-4.7;-0.0001397306
-4.65;-0.0001379667
-4.6;-0.0001368071
-4.55;-0.0001351096
-4.5;-0.0001341435
-4.45;-0.0001330858
-4.4;-0.0001319925
-4.35;-0.0001306
-4.3;-0.0001289476
-4.25;-0.0001274705
-4.2;-0.0001260547
-4.15;-0.0001250583
-4.1;-0.0001237602
-4.05;-0.0001219522
-4;-0.0001206959
-3.95;-0.0001192469
-3.9;-0.0001177061
-3.85;-0.0001165736
-3.8;-0.0001152302
-3.75;-0.0001134846
-3.7;-0.0001123986
-3.65;-0.0001105943
-3.6;-0.0001099937
-3.55;-0.0001086208
-3.5;-0.0001069122
-3.45;-0.0001041236
-3.4;-0.0001030031
-3.35;-0.000104718
-3.3;-0.0001049828
-3.25;-0.0001024762
-3.2;-0.0001013055
-3.15;-9.987376E-05
-3.1;-9.789056E-05
-3.05;-9.711709E-05
-3;-9.574554E-05
-2.95;-9.437257E-05
-2.9;-9.221285E-05
-2.85;-9.081302E-05
-2.8;-8.964118E-05
-2.75;-8.745445E-05
-2.7;-8.767875E-05
-2.65;-8.787852E-05
-2.6;-8.61624E-05
-2.55;-8.432994E-05
-2.5;-8.277817E-05
-2.45;-8.151196E-05
-2.4;-8.013051E-05
-2.35;-7.85015E-05
-2.3;-7.616394E-05
-2.25;-7.575947E-05
-2.2;-7.283727E-05
-2.15;-7.080742E-05
-2.1;-7.112855E-05
-2.05;-7.060028E-05
-2;-7.048873E-05
-1.95;-6.933161E-05
-1.9;-6.825781E-05
-1.85;-6.669005E-05
-1.8;-6.608943E-05
-1.75;-6.539445E-05
-1.7;-6.417728E-05
-1.65;-6.256658E-05
-1.6;-6.073535E-05
-1.55;-5.971916E-05
-1.5;-5.816489E-05
-1.45;-5.703722E-05
-1.4;-5.501346E-05
-1.35;-5.366391E-05
-1.3;-5.32067E-05
-1.25;-5.249701E-05
-1.2;-5.135703E-05
-1.15;-4.983956E-05
-1.1;-4.839192E-05
-1.05;-4.695043E-05
-1;-4.549789E-05
-0.95;-4.447073E-05
-0.9;-4.32266E-05
-0.85;-4.125309E-05
-0.8;-3.88273E-05
-0.75;-3.708552E-05
-0.7;-3.467324E-05
-0.65;-3.099104E-05
-0.6;-2.592007E-05
-0.55;-1.798941E-05
-0.5;-2.912564E-06
-0.45;2.617896E-05
-0.4;7.977651E-05
-0.35;0.0001780024
-0.3;0.0003570199
-0.25;0.0006781279
-0.2;0.001252815
-0.15;0.002742925
-0.1;0.004019209
-0.05;0.006477466
0;0.01032399
0.05;0.01307023
0.1;0.01642583
0.15;0.01974495
0.2;0.02452317
0.25;0.02756796
0.3;0.03055616
0.35;0.03346689
0.4;0.03628844
0.45;0.03900053
0.5;0.04159272
0.55;0.04406114
0.6;0.04642349
0.65;0.04867959
0.7;0.05085943
0.75;0.05295567
0.8;0.05497593
0.85;0.05691692
0.9;0.05880072
0.95;0.06061363
1;0.06235469
1.05;0.06403362
1.1;0.06565399
1.15;0.06720085
1.2;0.06869122
1.25;0.07011037
1.3;0.07145029
1.35;0.07273842
1.4;0.07393515
1.45;0.07507904
1.5;0.07615203
1.55;0.0771769
1.6;0.0781226
1.65;0.07901556
1.7;0.07985967
1.75;0.08066337
1.8;0.08142207
1.85;0.08213973
1.9;0.08282996
1.95;0.08348835
2;0.08412369
2.05;0.08472757
2.1;0.08532012
2.15;0.08589195
2.2;0.08644476
2.25;0.08697088
2.3;0.08748297
2.35;0.08797922
2.4;0.08846182
2.45;0.08891697
2.5;0.08936831
2.55;0.08980534
2.6;0.09022452
2.65;0.09063049
2.7;0.0910317
2.75;0.0914208
2.8;0.0918053
2.85;0.09215865
2.9;0.09250829
2.95;0.09283141
3;0.09315644
3.05;0.09346294
3.1;0.09376418
3.15;0.09404125
3.2;0.09431182
3.25;0.09455853
3.3;0.09480585
3.35;0.09503408
3.4;0.09525981
3.45;0.09547279
3.5;0.09568812
3.55;0.09589432
3.6;0.09610321
3.65;0.09631081
3.7;0.0965136
3.75;0.09671298
3.8;0.09691178
3.85;0.09711891
3.9;0.09732295
3.95;0.09752407
4;0.09772903
4.05;0.09792115
4.1;0.09812567
4.15;0.09831611
4.2;0.09851164
4.25;0.0987075
4.3;0.09891237
4.35;0.09910002
4.4;0.09929504
4.45;0.09947927
4.5;0.09966592
4.55;0.09984917
4.6;0.1000368
4.65;0.1002123
4.7;0.100395
4.75;0.1005644
4.8;0.1007342
4.85;0.1009036
4.9;0.1010705
4.95;0.1012364
5;0.1013933
