Tensao [V];Corrente [A]
-5;-0.0002555216
-4.95;-0.000241473
-4.9;-0.0002343714
-4.85;-0.0002307449
-4.8;-0.0002284404
-4.75;-0.0002263201
-4.7;-0.0002240538
-4.65;-0.0002216895
-4.6;-0.0002194784
-4.55;-0.0002180762
-4.5;-0.000216418
-4.45;-0.0002147374
-4.4;-0.0002136443
-4.35;-0.000211867
-4.3;-0.000211835
-4.25;-0.0002084768
-4.2;-0.0002068528
-4.15;-0.000206219
-4.1;-0.000205247
-4.05;-0.0002029624
-4;-0.0002022369
-3.95;-0.0002016043
-3.9;-0.0002000429
-3.85;-0.0001981137
-3.8;-0.0001972631
-3.75;-0.0001969235
-3.7;-0.0001954062
-3.65;-0.0001932921
-3.6;-0.0001924267
-3.55;-0.0001917291
-3.5;-0.0001909521
-3.45;-0.0001890732
-3.4;-0.0001870924
-3.35;-0.0001876526
-3.3;-0.0001861904
-3.25;-0.0001849404
-3.2;-0.0001830293
-3.15;-0.000182055
-3.1;-0.0001814433
-3.05;-0.0001802312
-3;-0.0001781954
-2.95;-0.0001776732
-2.9;-0.000176722
-2.85;-0.000175374
-2.8;-0.000173707
-2.75;-0.0001734911
-2.7;-0.0001722717
-2.65;-0.00017047
-2.6;-0.0001692076
-2.55;-0.0001693313
-2.5;-0.0001685395
-2.45;-0.0001660956
-2.4;-0.0001639665
-2.35;-0.0001627716
-2.3;-0.00016197
-2.25;-0.0001593704
-2.2;-0.0001579534
-2.15;-0.0001573956
-2.1;-0.0001566738
-2.05;-0.0001552214
-2;-0.0001529318
-1.95;-0.0001519686
-1.9;-0.0001514133
-1.85;-0.0001492449
-1.8;-0.0001473122
-1.75;-0.0001462042
-1.7;-0.0001461123
-1.65;-0.0001456318
-1.6;-0.0001435237
-1.55;-0.0001420407
-1.5;-0.0001401984
-1.45;-0.0001372151
-1.4;-0.0001360813
-1.35;-0.0001334082
-1.3;-0.000135053
-1.25;-0.0001331913
-1.2;-0.0001312387
-1.15;-0.0001292802
-1.1;-0.0001278889
-1.05;-0.0001259279
-1;-0.0001228061
-0.95;-0.0001209762
-0.9;-0.0001191929
-0.85;-0.0001171766
-0.8;-0.000112839
-0.75;-0.0001075588
-0.7;-0.000100505
-0.65;-8.974989E-05
-0.6;-6.797585E-05
-0.55;-2.806921E-05
-0.5;5.608404E-05
-0.45;0.0002218619
-0.4;0.0005234886
-0.35;0.001026372
-0.3;0.001808114
-0.25;0.00347444
-0.2;0.004748649
-0.15;0.007184918
-0.1;0.0106808
-0.05;0.01524189
0;0.02334056
0.05;0.02908008
0.1;0.03480088
0.15;0.04040727
0.2;0.0458607
0.25;0.05121889
0.3;0.05652629
0.35;0.06182359
0.4;0.06708917
0.45;0.07230955
0.5;0.07748454
0.55;0.08259553
0.6;0.08762426
0.65;0.092497
0.7;0.09724867
0.75;0.101874
0.8;0.1063657
0.85;0.1107173
0.9;0.1149197
0.95;0.1189819
1;0.1229058
1.05;0.126672
1.1;0.1302626
1.15;0.133695
1.2;0.1369731
1.25;0.1400913
1.3;0.1430505
1.35;0.1458644
1.4;0.1485682
1.45;0.15113
1.5;0.1535735
1.55;0.1558912
1.6;0.1581022
1.65;0.1602129
1.7;0.1621871
1.75;0.1640711
1.8;0.1658598
1.85;0.1675497
1.9;0.1691409
1.95;0.1706569
2;0.172123
2.05;0.1735299
2.1;0.174885
2.15;0.1761718
2.2;0.1774323
2.25;0.1786514
2.3;0.1798274
2.35;0.1809575
2.4;0.1820632
2.45;0.1831519
2.5;0.1842047
2.55;0.185213
2.6;0.1862047
2.65;0.1871771
2.7;0.1881204
2.75;0.1890277
2.8;0.1899122
2.85;0.1907724
2.9;0.1916148
2.95;0.1923977
3;0.193166
3.05;0.1938891
3.1;0.1946027
3.15;0.1952716
3.2;0.1959144
3.25;0.1965321
3.3;0.1971474
3.35;0.1977206
3.4;0.1982672
3.45;0.1988075
3.5;0.1993513
3.55;0.1998852
3.6;0.2003906
3.65;0.2009088
3.7;0.2014338
3.75;0.2019616
3.8;0.2024702
3.85;0.2029996
3.9;0.2035408
3.95;0.2040738
4;0.2045941
4.05;0.2051318
4.1;0.2056694
4.15;0.2061959
4.2;0.2067316
4.25;0.207269
4.3;0.2078094
4.35;0.2083381
4.4;0.208861
4.45;0.2093832
4.5;0.2099165
4.55;0.2103984
4.6;0.2109333
4.65;0.2114599
4.7;0.2119744
4.75;0.2124802
4.8;0.212965
4.85;0.2134612
4.9;0.2139678
4.95;0.2144426
5;0.2148977
