Tensao [V];Corrente [A]
-5;-0,001056579
-4,95;-0,001040199
-4,9;-0,001034415
-4,85;-0,001031511
-4,8;-0,001028718
-4,75;-0,001026846
-4,7;-0,001023453
-4,65;-0,001022196
-4,6;-0,001022873
-4,55;-0,001022189
-4,5;-0,001020922
-4,45;-0,001019992
-4,4;-0,001018247
-4,35;-0,001016051
-4,3;-0,001014744
-4,25;-0,001013578
-4,2;-0,001012726
-4,15;-0,001010458
-4,1;-0,001009351
-4,05;-0,001006575
-4;-0,001004863
-3,95;-0,001004536
-3,9;-0,001005009
-3,85;-0,001004304
-3,8;-0,001002758
-3,75;-0,001001242
-3,7;-0,001001966
-3,65;-0,0009989918
-3,6;-0,000996856
-3,55;-0,000996333
-3,5;-0,0009939901
-3,45;-0,0009907882
-3,4;-0,0009894476
-3,35;-0,0009905545
-3,3;-0,0009894564
-3,25;-0,0009888994
-3,2;-0,0009872255
-3,15;-0,0009859571
-3,1;-0,0009848732
-3,05;-0,0009831671
-3;-0,0009813603
-2,95;-0,0009804212
-2,9;-0,0009777577
-2,85;-0,0009753907
-2,8;-0,0009726372
-2,75;-0,000969929
-2,7;-0,0009697313
-2,65;-0,0009691226
-2,6;-0,0009645502
-2,55;-0,000962022
-2,5;-0,0009580734
-2,45;-0,0009522003
-2,4;-0,0009461885
-2,35;-0,0009363084
-2,3;-0,0009292302
-2,25;-0,0009208566
-2,2;-0,000909245
-2,15;-0,0008964233
-2,1;-0,0008866798
-2,05;-0,0008766098
-2;-0,0008624379
-1,95;-0,0008491525
-1,9;-0,0008310936
-1,85;-0,0008147166
-1,8;-0,0007970815
-1,75;-0,0007741324
-1,7;-0,0007474035
-1,65;-0,0007126125
-1,6;-0,0006621654
-1,55;-0,0006010327
-1,5;-0,0005215045
-1,45;-0,0004177337
-1,4;-0,0002835771
-1,35;-0,000113026
-1,3;9,866549E-05
-1,25;0,0003592278
-1,2;0,0006839137
-1,15;0,001089603
-1,1;0,001613342
-1,05;0,002572251
-1;0,003339344
-0,95;0,004742379
-0,9;0,00681978
-0,85;0,009841722
-0,8;0,01419162
-0,75;0,02030829
-0,7;0,03308501
-0,65;0,04554716
-0,6;0,06170889
-0,55;0,08298414
-0,5;0,1097864
-0,45;0,1418832
-0,4;0,1780895
-0,35;0,2168103
-0,3;0,2576141
-0,25;0,3002134
-0,2;0,3443631
-0,15;0,3899595
-0,1;0,4368685
-0,05;0,485013
0;0,5346686
0,05;0,5850358
0,1;0,6369164
0,15;0,6901373
0,2;0,7447397
0,25;0,8009073
0,3;0,8587757
0,35;0,9183877
0,4;0,9796919
0,45;1,042789
0,5;1,10766
0,55;1,17423
0,6;1,242501
0,65;1,312291
0,7;1,383524
0,75;1,45603
0,8;1,529586
0,85;1,603988
0,9;1,678982
0,95;1,754433
1;1,830157
1,05;1,906045
1,1;1,981838
1,15;2,057586
1,2;2,133198
1,25;2,208428
1,3;2,283394
1,35;2,357661
1,4;2,431545
1,45;2,504664
1,5;2,577273
1,55;2,649106
1,6;2,720391
1,65;2,790817
1,7;2,860065
1,75;2,928578
1,8;2,996044
1,85;3,062407
1,9;3,128063
1,95;3,192533
2;3,256449
2,05;3,319555
2,1;3,381852
2,15;3,443574
2,2;3,504424
2,25;3,564272
2,3;3,623474
2,35;3,681462
2,4;3,738539
2,45;3,794507
2,5;3,849612
2,55;3,903279
2,6;3,956364
2,65;4,00835
2,7;4,059034
2,75;4,109057
2,8;4,157608
2,85;4,20531
2,9;4,251838
2,95;4,296945
3;4,341066
3,05;4,384023
3,1;4,425831
3,15;4,466604
3,2;4,506755
3,25;4,545479
3,3;4,583783
3,35;4,621512
3,4;4,658473
3,45;4,695055
3,5;4,73127
3,55;4,766848
3,6;4,802158
3,65;4,836922
3,7;4,871442
3,75;4,905847
3,8;4,939579
3,85;4,973184
3,9;5,00607
3,95;5,038951
4;5,071441
4,05;5,103485
4,1;5,135331
4,15;5,166861
4,2;5,197604
4,25;5,228101
4,3;5,258242
4,35;5,288026
4,4;5,317218
4,45;5,346153
4,5;5,37424
4,55;5,402172
4,6;5,429663
4,65;5,456375
4,7;5,483017
4,75;5,508911
4,8;5,534627
4,85;5,55967
4,9;5,584543
4,95;5,608759
5;5,63248
