Tensao [V];Corrente [A]
-5;-0,0001373743
-4,95;-0,0001243849
-4,9;-0,0001183742
-4,85;-0,0001157955
-4,8;-0,0001135107
-4,75;-0,0001103976
-4,7;-0,0001091818
-4,65;-0,0001067293
-4,6;-0,0001032582
-4,55;-0,0001013425
-4,5;-0,0001014736
-4,45;-0,0001008166
-4,4;-9,953819E-05
-4,35;-9,763367E-05
-4,3;-9,613457E-05
-4,25;-9,445424E-05
-4,2;-9,400082E-05
-4,15;-9,303005E-05
-4,1;-9,214385E-05
-4,05;-9,098194E-05
-4;-8,959697E-05
-3,95;-8,673749E-05
-3,9;-8,407543E-05
-3,85;-8,554123E-05
-3,8;-8,465882E-05
-3,75;-8,342085E-05
-3,7;-8,321504E-05
-3,65;-8,197335E-05
-3,6;-8,044258E-05
-3,55;-7,981498E-05
-3,5;-7,956012E-05
-3,45;-7,813702E-05
-3,4;-7,514522E-05
-3,35;-7,404216E-05
-3,3;-7,219386E-05
-3,25;-7,021563E-05
-3,2;-7,139964E-05
-3,15;-7,043743E-05
-3,1;-6,921792E-05
-3,05;-6,887477E-05
-3;-6,725938E-05
-2,95;-6,554218E-05
-2,9;-6,441461E-05
-2,85;-6,305168E-05
-2,8;-6,18358E-05
-2,75;-5,867731E-05
-2,7;-5,5384E-05
-2,65;-5,428696E-05
-2,6;-5,497583E-05
-2,55;-5,551754E-05
-2,5;-5,489002E-05
-2,45;-5,410439E-05
-2,4;-5,225485E-05
-2,35;-5,214944E-05
-2,3;-5,082328E-05
-2,25;-5,183689E-05
-2,2;-5,197416E-05
-2,15;-5,078651E-05
-2,1;-4,97104E-05
-2,05;-4,570616E-05
-2;-4,464104E-05
-1,95;-4,384931E-05
-1,9;-4,375E-05
-1,85;-4,306978E-05
-1,8;-4,242631E-05
-1,75;-4,113446E-05
-1,7;-3,954843E-05
-1,65;-3,788524E-05
-1,6;-3,689489E-05
-1,55;-3,606267E-05
-1,5;-3,511649E-05
-1,45;-3,379646E-05
-1,4;-3,273257E-05
-1,35;-3,19028E-05
-1,3;-3,08144E-05
-1,25;-2,901147E-05
-1,2;-2,819031E-05
-1,15;-2,707126E-05
-1,1;-2,58358E-05
-1,05;-2,511633E-05
-1;-2,401568E-05
-0,95;-2,26981E-05
-0,9;-2,128983E-05
-0,85;-1,909837E-05
-0,8;-1,628792E-05
-0,75;-1,299703E-05
-0,7;-1,133259E-05
-0,65;-8,648401E-06
-0,6;-4,399044E-06
-0,55;3,583742E-06
-0,5;1,783969E-05
-0,45;4,321748E-05
-0,4;9,085373E-05
-0,35;0,0001815482
-0,3;0,0003556079
-0,25;0,00067614
-0,2;0,001253207
-0,15;0,00269847
-0,1;0,003883664
-0,05;0,006000297
0;0,009203545
0,05;0,01146898
0,1;0,01420175
0,15;0,016909
0,2;0,01954918
0,25;0,02338735
0,3;0,02585936
0,35;0,02829005
0,4;0,03066824
0,45;0,03298766
0,5;0,03524997
0,55;0,03743779
0,6;0,03958065
0,65;0,04167092
0,7;0,04371269
0,75;0,04570817
0,8;0,04765047
0,85;0,04953388
0,9;0,05136949
0,95;0,05314828
1;0,05487569
1,05;0,05654064
1,1;0,05815567
1,15;0,05968977
1,2;0,06114222
1,25;0,06252546
1,3;0,06384753
1,35;0,06510081
1,4;0,06627585
1,45;0,06739558
1,5;0,06846308
1,55;0,06946673
1,6;0,07041526
1,65;0,07131411
1,7;0,07217088
1,75;0,07298134
1,8;0,07374583
1,85;0,07446497
1,9;0,07516601
1,95;0,07583313
2;0,07646758
2,05;0,0770634
2,1;0,07766109
2,15;0,07823035
2,2;0,07876704
2,25;0,07928267
2,3;0,07978544
2,35;0,08027286
2,4;0,08075386
2,45;0,08120663
2,5;0,08165331
2,55;0,08208504
2,6;0,08250307
2,65;0,08290295
2,7;0,08329758
2,75;0,08368018
2,8;0,08404399
2,85;0,08439075
2,9;0,08472978
2,95;0,08506002
3;0,08538446
3,05;0,08568235
3,1;0,08596603
3,15;0,0862374
3,2;0,08650661
3,25;0,08675228
3,3;0,08698952
3,35;0,08722599
3,4;0,08745396
3,45;0,0876642
3,5;0,08787111
3,55;0,08809116
3,6;0,08830146
3,65;0,08850262
3,7;0,08870133
3,75;0,08891352
3,8;0,0891262
3,85;0,08933319
3,9;0,08954668
3,95;0,08975759
4;0,08998384
4,05;0,09020128
4,1;0,0904099
4,15;0,09062609
4,2;0,09084664
4,25;0,09107062
4,3;0,09128262
4,35;0,09150354
4,4;0,09172513
4,45;0,0919508
4,5;0,09216223
4,55;0,09237436
4,6;0,09260003
4,65;0,09281179
4,7;0,09302408
4,75;0,09322997
4,8;0,09343938
4,85;0,09365855
4,9;0,09385706
4,95;0,09405472
5;0,09425885
