Tensao [V];Corrente [A]
-5;-7.244895E-05
-4.95;-6.346334E-05
-4.9;-5.802126E-05
-4.85;-5.410512E-05
-4.8;-5.104821E-05
-4.75;-5.011423E-05
-4.7;-4.921824E-05
-4.65;-4.790922E-05
-4.6;-4.670435E-05
-4.55;-4.51379E-05
-4.5;-4.350769E-05
-4.45;-4.146446E-05
-4.4;-3.954744E-05
-4.35;-3.896278E-05
-4.3;-3.89015E-05
-4.25;-3.762799E-05
-4.2;-3.544746E-05
-4.15;-3.441053E-05
-4.1;-3.449634E-05
-4.05;-3.449264E-05
-4;-3.397296E-05
-3.95;-3.336869E-05
-3.9;-3.306963E-05
-3.85;-3.180468E-05
-3.8;-3.049443E-05
-3.75;-2.949915E-05
-3.7;-2.843645E-05
-3.65;-2.85946E-05
-3.6;-2.721687E-05
-3.55;-2.576075E-05
-3.5;-2.448968E-05
-3.45;-2.386336E-05
-3.4;-2.301149E-05
-3.35;-2.249549E-05
-3.3;-2.133352E-05
-3.25;-2.005753E-05
-3.2;-1.922898E-05
-3.15;-1.821408E-05
-3.1;-1.759635E-05
-3.05;-1.632651E-05
-3;-1.436907E-05
-2.95;-1.263102E-05
-2.9;-1.144454E-05
-2.85;-5.584462E-06
-2.8;-7.610542E-06
-2.75;3.405931E-07
-2.7;2.168666E-05
-2.65;2.528293E-05
-2.6;1.63143E-05
-2.55;1.089167E-05
-2.5;7.925408E-06
-2.45;5.31215E-06
-2.4;3.824114E-06
-2.35;2.728313E-06
-2.3;1.487876E-06
-2.25;1.252536E-06
-2.2;1.357949E-06
-2.15;1.32608E-06
-2.1;1.470716E-06
-2.05;3.252927E-06
-2;1.509469E-05
-1.95;2.504886E-05
-1.9;2.355469E-05
-1.85;2.033958E-05
-1.8;1.637313E-05
-1.75;1.382728E-05
-1.7;1.307959E-05
-1.65;1.300483E-05
-1.6;1.19176E-05
-1.55;1.159157E-05
-1.5;1.132559E-05
-1.45;1.080096E-05
-1.4;1.157563E-05
-1.35;1.361647E-05
-1.3;1.453822E-05
-1.25;1.513269E-05
-1.2;1.35748E-05
-1.15;1.263343E-05
-1.1;1.32463E-05
-1.05;1.398296E-05
-1;1.548448E-05
-0.95;1.557027E-05
-0.9;1.512658E-05
-0.85;1.48471E-05
-0.8;1.49378E-05
-0.75;1.549551E-05
-0.7;1.658149E-05
-0.65;1.816393E-05
-0.6;1.9473E-05
-0.55;1.932223E-05
-0.5;1.996942E-05
-0.45;2.060312E-05
-0.4;2.225908E-05
-0.35;2.274815E-05
-0.3;2.219903E-05
-0.25;2.141578E-05
-0.2;2.123682E-05
-0.15;2.17639E-05
-0.1;2.231546E-05
-0.05;2.338429E-05
0;2.396408E-05
0.05;2.317348E-05
0.1;2.274324E-05
0.15;2.280453E-05
0.2;2.460512E-05
0.25;2.558448E-05
0.3;2.493362E-05
0.35;2.418715E-05
0.4;2.34419E-05
0.45;2.306315E-05
0.5;2.298841E-05
0.55;2.31551E-05
0.6;2.372995E-05
0.65;2.420555E-05
0.7;2.53001E-05
0.75;2.578671E-05
0.8;2.689724E-05
0.85;2.867699E-05
0.9;2.997503E-05
0.95;2.904595E-05
1;2.206297E-05
1.05;1.846422E-05
1.1;2.442371E-05
1.15;5.577295E-05
1.2;7.070108E-05
1.25;5.852843E-05
1.3;5.022162E-05
1.35;4.588376E-05
1.4;4.235615E-05
1.45;4.209258E-05
1.5;4.296162E-05
1.55;4.174938E-05
1.6;4.086931E-05
1.65;4.038392E-05
1.7;4.024786E-05
1.75;4.114878E-05
1.8;4.133389E-05
1.85;4.183397E-05
1.9;4.243703E-05
1.95;4.298861E-05
2;4.410894E-05
2.05;4.606151E-05
2.1;4.661307E-05
2.15;4.699184E-05
2.2;4.629439E-05
2.25;4.611538E-05
2.3;4.600023E-05
2.35;4.682271E-05
2.4;4.76182E-05
2.45;4.838548E-05
2.5;4.910746E-05
2.55;5.07193E-05
2.6;5.10539E-05
2.65;5.062002E-05
2.7;5.194134E-05
2.75;5.368925E-05
2.8;5.407904E-05
2.85;5.396135E-05
2.9;5.435358E-05
2.95;5.463426E-05
3;5.553639E-05
3.05;5.62204E-05
3.1;5.705265E-05
3.15;5.777457E-05
3.2;5.848304E-05
3.25;5.876741E-05
3.3;5.980563E-05
3.35;6.072614E-05
3.4;6.189423E-05
3.45;6.138069E-05
3.5;6.163198E-05
3.55;6.187097E-05
3.6;6.235885E-05
3.65;6.318377E-05
3.7;6.40307E-05
3.75;6.50701E-05
3.8;6.588401E-05
3.85;6.670527E-05
3.9;6.769445E-05
3.95;6.893235E-05
4;7.048906E-05
4.05;7.105164E-05
4.1;7.051355E-05
4.15;7.003182E-05
4.2;7.080651E-05
4.25;7.169886E-05
4.3;7.292091E-05
4.35;7.375931E-05
4.4;7.421527E-05
4.45;7.470311E-05
4.5;7.55084E-05
4.55;7.630391E-05
4.6;7.750146E-05
4.65;7.892823E-05
4.7;7.987203E-05
4.75;7.950429E-05
4.8;7.933392E-05
4.85;7.956556E-05
4.9;8.05437E-05
4.95;8.080601E-05
5;8.179647E-05
