Tensao [V];Corrente [A]
-5;-7,351172E-05
-4,95;-6,453588E-05
-4,9;-5,803964E-05
-4,85;-5,425346E-05
-4,8;-5,165985E-05
-4,75;-5,11316E-05
-4,7;-5,002359E-05
-4,65;-4,839339E-05
-4,6;-4,593706E-05
-4,55;-4,379332E-05
-4,5;-4,294882E-05
-4,45;-4,179174E-05
-4,4;-4,016278E-05
-4,35;-3,858161E-05
-4,3;-3,704334E-05
-4,25;-3,598067E-05
-4,2;-3,477825E-05
-4,15;-3,416542E-05
-4,1;-3,344713E-05
-4,05;-3,259775E-05
-4;-3,026523E-05
-3,95;-2,769368E-05
-3,9;-2,693376E-05
-3,85;-2,615667E-05
-3,8;-2,75515E-05
-3,75;-2,716665E-05
-3,7;-2,581224E-05
-3,65;-2,40656E-05
-3,6;-2,398104E-05
-3,55;-2,359494E-05
-3,5;-2,302133E-05
-3,45;-2,140463E-05
-3,4;-2,073049E-05
-3,35;-1,885639E-05
-3,3;-1,281856E-05
-3,25;-8,710011E-06
-3,2;-5,964434E-06
-3,15;-6,290464E-06
-3,1;-5,621236E-06
-3,05;-4,144263E-06
-3;-3,488511E-06
-2,95;4,069263E-06
-2,9;3,683158E-06
-2,85;-4,910329E-06
-2,8;5,315835E-06
-2,75;1,770182E-05
-2,7;2,75996E-05
-2,65;2,016555E-05
-2,6;1,256848E-05
-2,55;7,539308E-06
-2,5;4,624519E-06
-2,45;2,955077E-06
-2,4;1,818824E-06
-2,35;1,739153E-06
-2,3;1,060363E-05
-2,25;9,289652E-06
-2,2;5,961788E-06
-2,15;4,210222E-06
-2,1;3,301957E-06
-2,05;3,833924E-06
-2;3,70645E-06
-1,95;3,485814E-06
-1,9;3,271316E-06
-1,85;3,738319E-06
-1,8;4,433308E-06
-1,75;4,34873E-06
-1,7;5,232483E-06
-1,65;6,191001E-06
-1,6;6,927667E-06
-1,55;7,116428E-06
-1,5;7,240221E-06
-1,45;8,702523E-06
-1,4;9,539696E-06
-1,35;9,565444E-06
-1,3;8,897413E-06
-1,25;9,274946E-06
-1,2;9,495578E-06
-1,15;1,191638E-05
-1,1;1,23025E-05
-1,05;1,288349E-05
-1;1,358338E-05
-0,95;1,429798E-05
-0,9;1,774229E-05
-0,85;1,807567E-05
-0,8;1,913226E-05
-0,75;1,908201E-05
-0,7;1,872533E-05
-0,65;1,887976E-05
-0,6;1,825832E-05
-0,55;1,871919E-05
-0,5;1,979661E-05
-0,45;2,046341E-05
-0,4;2,071466E-05
-0,35;2,082623E-05
-0,3;2,1064E-05
-0,25;2,208994E-05
-0,2;2,313181E-05
-0,15;2,434406E-05
-0,1;2,457817E-05
-0,05;2,500719E-05
0;2,561884E-05
0,05;2,543863E-05
0,1;2,472771E-05
0,15;2,406582E-05
0,2;2,398615E-05
0,25;2,406828E-05
0,3;2,392609E-05
0,35;2,42019E-05
0,4;2,435143E-05
0,45;2,592157E-05
0,5;2,634814E-05
0,55;2,566909E-05
0,6;2,537858E-05
0,65;2,584312E-05
0,7;2,585539E-05
0,75;2,616057E-05
0,8;2,663372E-05
0,85;2,760449E-05
0,9;2,875914E-05
0,95;2,977528E-05
1;3,03624E-05
1,05;3,152928E-05
1,1;3,227452E-05
1,15;3,250985E-05
1,2;3,269497E-05
1,25;3,345859E-05
1,3;3,422592E-05
1,35;3,485105E-05
1,4;3,520281E-05
1,45;3,612087E-05
1,5;3,635377E-05
1,55;3,700465E-05
1,6;3,776582E-05
1,65;3,856498E-05
1,7;4,043055E-05
1,75;4,169301E-05
1,8;4,051756E-05
1,85;4,040357E-05
1,9;4,080681E-05
1,95;4,100175E-05
2;4,18083E-05
2,05;4,267731E-05
2,1;4,344336E-05
2,15;4,398152E-05
2,2;4,545971E-05
2,25;4,562517E-05
2,3;4,613137E-05
2,35;4,679575E-05
2,4;4,700779E-05
2,45;4,783151E-05
2,5;4,853384E-05
2,55;4,947643E-05
2,6;4,984043E-05
2,65;5,108092E-05
2,7;5,173423E-05
2,75;5,227476E-05
2,8;5,343677E-05
2,85;5,411092E-05
2,9;5,46968E-05
2,95;5,603775E-05
3;5,703919E-05
3,05;5,759321E-05
3,1;5,785798E-05
3,15;5,840715E-05
3,2;5,885081E-05
3,25;5,928106E-05
3,3;5,942936E-05
3,35;6,021261E-05
3,4;6,102648E-05
3,45;6,171533E-05
3,5;6,221173E-05
3,55;6,35441E-05
3,6;6,487772E-05
3,65;6,596126E-05
3,7;6,576518E-05
3,75;6,583011E-05
3,8;6,612058E-05
3,85;6,710609E-05
3,9;6,723114E-05
3,95;6,789793E-05
4;6,850349E-05
4,05;6,92352E-05
4,1;6,982109E-05
4,15;7,069995E-05
4,2;7,213895E-05
4,25;7,344559E-05
4,3;7,379365E-05
4,35;7,36699E-05
4,4;7,388317E-05
4,45;7,413196E-05
4,5;7,521302E-05
4,55;7,592157E-05
4,6;7,665453E-05
4,65;7,732131E-05
4,7;7,783376E-05
4,75;7,856664E-05
4,8;7,919301E-05
4,85;8,073379E-05
4,9;8,219358E-05
4,95;8,168497E-05
5;8,203052E-05
