Tensao [V];Corrente [A]
-5;-7.0784E-05
-4.95;-6.231921E-05
-4.9;-5.77853E-05
-4.85;-5.408732E-05
-4.8;-5.15954E-05
-4.75;-4.989657E-05
-4.7;-4.794891E-05
-4.65;-4.694877E-05
-4.6;-4.521678E-05
-4.55;-4.410262E-05
-4.5;-4.248098E-05
-4.45;-4.082995E-05
-4.4;-3.892522E-05
-4.35;-3.743594E-05
-4.3;-3.751073E-05
-4.25;-3.645785E-05
-4.2;-3.552139E-05
-4.15;-3.426748E-05
-4.1;-3.329792E-05
-4.05;-3.208326E-05
-4;-3.090904E-05
-3.95;-3.015887E-05
-3.9;-2.918934E-05
-3.85;-2.816219E-05
-3.8;-2.670235E-05
-3.75;-2.510158E-05
-3.7;-2.469096E-05
-3.65;-2.451812E-05
-3.6;-2.449853E-05
-3.55;-2.435511E-05
-3.5;-2.385134E-05
-3.45;-2.278374E-05
-3.4;-2.150042E-05
-3.35;-2.012518E-05
-3.3;-1.890559E-05
-3.25;-1.765046E-05
-3.2;-1.655836E-05
-3.15;-1.504826E-05
-3.1;-1.376617E-05
-3.05;-1.388139E-05
-3;-1.347322E-05
-2.95;-1.342174E-05
-2.9;-1.299887E-05
-2.85;-1.195579E-05
-2.8;-1.093477E-05
-2.75;-1.018095E-05
-2.7;-9.409977E-06
-2.65;-8.618162E-06
-2.6;-7.887638E-06
-2.55;-6.953643E-06
-2.5;-5.294025E-06
-2.45;-4.238682E-06
-2.4;-3.948193E-06
-2.35;-3.962899E-06
-2.3;-3.733688E-06
-2.25;-2.976199E-06
-2.2;-2.215029E-06
-2.15;-1.762739E-06
-2.1;-1.578881E-06
-2.05;-7.993262E-07
-2;2.008622E-07
-1.95;-6.522402E-07
-1.9;1.947333E-07
-1.85;2.030894E-06
-1.8;2.822726E-06
-1.75;3.201478E-06
-1.7;4.292388E-06
-1.65;4.883198E-06
-1.6;5.367368E-06
-1.55;6.195974E-06
-1.5;6.835804E-06
-1.45;7.241526E-06
-1.4;8.635187E-06
-1.35;9.989645E-06
-1.3;1.0464E-05
-1.25;1.250854E-05
-1.2;1.43876E-05
-1.15;1.390098E-05
-1.1;1.420865E-05
-1.05;1.48926E-05
-1;1.568566E-05
-0.95;1.555573E-05
-0.9;1.61306E-05
-0.85;1.656697E-05
-0.8;1.751448E-05
-0.75;1.811142E-05
-0.7;1.858456E-05
-0.65;1.994266E-05
-0.6;2.182908E-05
-0.55;2.220784E-05
-0.5;2.17396E-05
-0.45;2.186831E-05
-0.4;2.288321E-05
-0.35;2.308791E-05
-0.3;2.354022E-05
-0.25;2.404645E-05
-0.2;2.518394E-05
-0.15;2.578945E-05
-0.1;2.637782E-05
-0.05;2.709243E-05
0;2.746257E-05
0.05;2.701888E-05
0.1;2.635942E-05
0.15;2.600519E-05
0.2;2.564236E-05
0.25;2.582622E-05
0.3;2.537883E-05
0.35;2.505279E-05
0.4;2.526482E-05
0.45;2.518025E-05
0.5;2.548301E-05
0.55;2.550752E-05
0.6;2.6167E-05
0.65;2.773471E-05
0.7;2.806321E-05
0.75;2.745277E-05
0.8;2.780948E-05
0.85;2.875699E-05
0.9;2.914922E-05
0.95;2.991163E-05
1;3.067649E-05
1.05;3.152469E-05
1.1;3.196106E-05
1.15;3.197454E-05
1.2;3.253594E-05
1.25;3.417721E-05
1.3;3.564567E-05
1.35;3.525218E-05
1.4;3.529754E-05
1.45;3.594103E-05
1.5;3.606118E-05
1.55;3.66618E-05
1.6;3.670224E-05
1.65;3.744872E-05
1.7;3.75345E-05
1.75;3.790223E-05
1.8;3.881173E-05
1.85;4.000685E-05
1.9;4.183567E-05
1.95;4.193371E-05
2;4.161622E-05
2.05;4.215066E-05
2.1;4.267406E-05
2.15;4.310185E-05
2.2;4.319988E-05
2.25;4.369997E-05
2.3;4.405667E-05
2.35;4.480804E-05
2.4;4.57249E-05
2.45;4.668714E-05
2.5;4.838476E-05
2.55;4.98005E-05
2.6;5.001254E-05
2.65;5.033124E-05
2.7;5.047466E-05
2.75;5.032635E-05
2.8;5.052126E-05
2.85;5.131428E-05
2.9;5.238805E-05
2.95;5.248368E-05
3;5.262464E-05
3.05;5.34986E-05
3.1;5.385896E-05
3.15;5.560074E-05
3.2;5.639499E-05
3.25;5.68436E-05
3.3;5.751043E-05
3.35;5.837457E-05
3.4;5.803137E-05
3.45;5.842855E-05
3.5;5.970081E-05
3.55;6.044117E-05
3.6;6.108959E-05
3.65;6.34847E-05
3.7;7.885433E-05
3.75;7.96951E-05
3.8;7.609143E-05
3.85;7.319013E-05
3.9;7.084407E-05
3.95;7.014047E-05
4;7.046776E-05
4.05;7.077902E-05
4.1;7.322567E-05
4.15;7.34157E-05
4.2;7.311414E-05
4.25;7.300872E-05
4.3;7.349411E-05
4.35;7.378827E-05
4.4;7.453105E-05
4.45;7.547857E-05
4.5;7.535601E-05
4.55;7.490618E-05
4.6;7.506304E-05
4.65;7.547987E-05
4.7;7.616625E-05
4.75;7.640898E-05
4.8;7.67534E-05
4.85;7.710638E-05
4.9;7.788598E-05
4.95;7.832598E-05
5;7.918151E-05
