Tensao [V];Corrente [A]
-5;-7,771967E-05
-4,95;-6,683048E-05
-4,9;-5,887813E-05
-4,85;-5,610679E-05
-4,8;-5,031412E-05
-4,75;-3,844068E-05
-4,7;-3,509945E-05
-4,65;-3,380876E-05
-4,6;-3,682034E-05
-4,55;-3,997408E-05
-4,5;-4,027683E-05
-4,45;-4,284835E-05
-4,4;-2,692275E-05
-4,35;-2,502047E-05
-4,3;-2,676465E-05
-4,25;-2,629643E-05
-4,2;-2,590175E-05
-4,15;-2,214006E-05
-4,1;-2,397373E-05
-4,05;-2,490769E-05
-4;-2,243914E-05
-3,95;-2,831151E-05
-3,9;-2,925529E-05
-3,85;-2,896111E-05
-3,8;-2,999805E-05
-3,75;-2,753561E-05
-3,7;-1,801802E-05
-3,65;-1,730221E-05
-3,6;-1,689405E-05
-3,55;-1,489248E-05
-3,5;-1,145314E-05
-3,45;-5,925215E-06
-3,4;-7,931906E-07
-3,35;-3,894225E-06
-3,3;-7,979493E-06
-3,25;-1,178286E-05
-3,2;-1,196059E-05
-3,15;-1,006932E-05
-3,1;-8,826451E-06
-3,05;-7,931693E-06
-3;-8,136384E-06
-2,95;-9,509177E-06
-2,9;-9,403768E-06
-2,85;-9,066689E-06
-2,8;-6,697403E-06
-2,75;-8,152319E-06
-2,7;-8,694081E-06
-2,65;-9,53737E-06
-2,6;-9,60968E-06
-2,55;-9,20029E-06
-2,5;-8,057942E-06
-2,45;-6,362789E-06
-2,4;-4,008211E-06
-2,35;-2,613361E-06
-2,3;1,61658E-06
-2,25;-6,113977E-06
-2,2;-7,420576E-06
-2,15;-5,102766E-06
-2,1;-3,74714E-06
-2,05;-2,831538E-06
-2;3,933E-07
-1,95;3,222289E-06
-1,9;5,853932E-06
-1,85;5,858837E-06
-1,8;4,224937E-06
-1,75;1,422915E-06
-1,7;2,87663E-06
-1,65;-1,143741E-06
-1,6;5,195503E-07
-1,55;2,582457E-06
-1,5;5,90419E-06
-1,45;6,734007E-06
-1,4;5,258225E-06
-1,35;5,41267E-06
-1,3;6,496222E-06
-1,25;7,882518E-06
-1,2;8,236752E-06
-1,15;8,816529E-06
-1,1;9,825304E-06
-1,05;1,081079E-05
-1;1,277687E-05
-0,95;1,507144E-05
-0,9;1,650799E-05
-0,85;1,943382E-05
-0,8;2,278744E-05
-0,75;2,518372E-05
-0,7;2,749669E-05
-0,65;3,041638E-05
-0,6;3,25038E-05
-0,55;3,046784E-05
-0,5;2,462601E-05
-0,45;1,865302E-05
-0,4;1,423794E-05
-0,35;1,036463E-05
-0,3;9,852274E-06
-0,25;1,419135E-05
-0,2;1,91286E-05
-0,15;2,170142E-05
-0,1;2,299088E-05
-0,05;2,401682E-05
0;2,417618E-05
0,05;2,266117E-05
0,1;2,185462E-05
0,15;2,152982E-05
0,2;2,04904E-05
0,25;2,057865E-05
0,3;2,185096E-05
0,35;2,431468E-05
0,4;2,61643E-05
0,45;2,604663E-05
0,5;2,566298E-05
0,55;2,518986E-05
0,6;2,531489E-05
0,65;2,58125E-05
0,7;2,633344E-05
0,75;2,633835E-05
0,8;2,593753E-05
0,85;2,700272E-05
0,9;2,84552E-05
0,95;2,980841E-05
1;3,266559E-05
1,05;3,366454E-05
1,1;3,432031E-05
1,15;3,688577E-05
1,2;3,995134E-05
1,25;4,338951E-05
1,3;3,966452E-05
1,35;4,035335E-05
1,4;4,378421E-05
1,45;4,430147E-05
1,5;4,53421E-05
1,55;4,57147E-05
1,6;4,456621E-05
1,65;4,289433E-05
1,7;4,195171E-05
1,75;3,972579E-05
1,8;3,867166E-05
1,85;3,889721E-05
1,9;3,959097E-05
1,95;4,072108E-05
2;3,882E-05
2,05;4,3175E-05
2,1;5,176126E-05
2,15;5,6647E-05
2,2;6,169582E-05
2,25;6,293378E-05
2,3;6,141513E-05
2,35;5,969421E-05
2,4;5,828216E-05
2,45;5,544333E-05
2,5;5,330935E-05
2,55;4,799948E-05
2,6;4,600153E-05
2,65;4,668919E-05
2,7;4,761826E-05
2,75;4,825074E-05
2,8;5,111533E-05
2,85;5,125872E-05
2,9;5,211307E-05
2,95;5,308383E-05
3;5,296493E-05
3,05;5,245867E-05
3,1;5,346135E-05
3,15;5,405092E-05
3,2;5,472875E-05
3,25;5,698656E-05
3,3;6,788577E-05
3,35;6,669553E-05
3,4;6,418648E-05
3,45;6,180002E-05
3,5;6,306863E-05
3,55;6,268008E-05
3,6;5,448242E-05
3,65;5,708951E-05
3,7;5,917076E-05
3,75;6,138939E-05
3,8;6,371213E-05
3,85;6,769212E-05
3,9;7,013743E-05
3,95;7,14404E-05
4;7,16941E-05
4,05;7,339908E-05
4,1;7,661298E-05
4,15;8,087724E-05
4,2;8,158575E-05
4,25;8,268767E-05
4,3;8,754899E-05
4,35;8,984104E-05
4,4;8,707091E-05
4,45;8,368668E-05
4,5;8,203559E-05
4,55;7,787301E-05
4,6;7,594738E-05
4,65;8,762123E-05
4,7;9,967386E-05
4,75;0,0001063272
4,8;0,0001039136
4,85;9,795535E-05
4,9;9,348641E-05
4,95;9,096751E-05
5;9,191744E-05
