Tensao [V];Corrente [A]
-5;-7,343703E-05
-4,95;-6,427003E-05
-4,9;-5,93023E-05
-4,85;-5,718424E-05
-4,8;-5,446192E-05
-4,75;-5,193457E-05
-4,7;-5,071494E-05
-4,65;-4,883838E-05
-4,6;-4,686133E-05
-4,55;-4,401647E-05
-4,5;-4,114098E-05
-4,45;-3,880599E-05
-4,4;-3,858782E-05
-4,35;-3,893838E-05
-4,3;-3,896412E-05
-4,25;-4,152952E-05
-4,2;-4,275524E-05
-4,15;-3,670882E-05
-4,1;-3,371688E-05
-4,05;-3,408335E-05
-4;-3,342394E-05
-3,95;-3,159642E-05
-3,9;-3,14518E-05
-3,85;-3,061216E-05
-3,8;-3,025427E-05
-3,75;-3,101173E-05
-3,7;-3,018561E-05
-3,65;-2,847821E-05
-3,6;-2,643985E-05
-3,55;-2,52742E-05
-3,5;-2,152232E-05
-3,45;-1,534722E-05
-3,4;-1,346453E-05
-3,35;-1,397198E-05
-3,3;-1,375748E-05
-3,25;-1,363E-05
-3,2;-1,312256E-05
-3,15;-1,254772E-05
-3,1;-4,735063E-06
-3,05;4,889078E-07
-3;-3,834167E-06
-2,95;-1,471107E-05
-2,9;-1,467308E-05
-2,85;1,085839E-06
-2,8;1,381018E-05
-2,75;8,110514E-06
-2,7;2,953855E-06
-2,65;-3,64194E-07
-2,6;-1,825236E-06
-2,55;-8,152542E-07
-2,5;4,055578E-07
-2,45;4,463961E-06
-2,4;4,005536E-06
-2,35;1,766121E-06
-2,3;4,764404E-08
-2,25;-2,712499E-08
-2,2;5,867559E-08
-2,15;-7,12504E-08
-2,1;-9,821593E-08
-2,05;1,193705E-06
-2;2,575104E-06
-1,95;4,727493E-06
-1,9;6,317267E-06
-1,85;4,837808E-06
-1,8;5,749751E-06
-1,75;6,742591E-06
-1,7;7,59571E-06
-1,65;6,84433E-06
-1,6;6,389585E-06
-1,55;6,07702E-06
-1,5;7,202249E-06
-1,45;7,998974E-06
-1,4;8,49417E-06
-1,35;8,859433E-06
-1,3;1,064532E-05
-1,25;1,169088E-05
-1,2;1,153154E-05
-1,15;1,112827E-05
-1,1;1,185513E-05
-1,05;1,239077E-05
-1;1,338851E-05
-0,95;1,392907E-05
-0,9;1,447207E-05
-0,85;1,509473E-05
-0,8;1,578483E-05
-0,75;1,714784E-05
-0,7;1,694438E-05
-0,65;1,864814E-05
-0,6;1,962383E-05
-0,55;1,944732E-05
-0,5;1,95466E-05
-0,45;2,009083E-05
-0,4;2,109347E-05
-0,35;2,215986E-05
-0,3;2,440787E-05
-0,25;2,602091E-05
-0,2;2,635555E-05
-0,15;2,721355E-05
-0,1;2,674287E-05
-0,05;2,808137E-05
0;2,856431E-05
0,05;2,714124E-05
0,1;2,55625E-05
0,15;2,579905E-05
0,2;2,467015E-05
0,25;2,398743E-05
0,3;2,408549E-05
0,35;2,427303E-05
0,4;2,467384E-05
0,45;2,45243E-05
0,5;2,47633E-05
0,55;2,538598E-05
0,6;2,696718E-05
0,65;2,707015E-05
0,7;2,625013E-05
0,75;2,610427E-05
0,8;2,741091E-05
0,85;2,800537E-05
0,9;2,886951E-05
0,95;2,936473E-05
1;3,113957E-05
1,05;3,142026E-05
1,1;3,226851E-05
1,15;3,275999E-05
1,2;3,344643E-05
1,25;3,437427E-05
1,3;3,387419E-05
1,35;3,406048E-05
1,4;3,473468E-05
1,45;3,505454E-05
1,5;3,641024E-05
1,55;3,699982E-05
1,6;3,67706E-05
1,65;3,760654E-05
1,7;3,933362E-05
1,75;4,02186E-05
1,8;4,105701E-05
1,85;4,274116E-05
1,9;4,546598E-05
1,95;4,40833E-05
2;4,425124E-05
2,05;4,435297E-05
2,1;4,438849E-05
2,15;4,453683E-05
2,2;4,407476E-05
2,25;4,375478E-05
2,3;4,526247E-05
2,35;4,538382E-05
2,4;4,584347E-05
2,45;4,697973E-05
2,5;4,880485E-05
2,55;5,927015E-05
2,6;7,43712E-05
2,65;6,902573E-05
2,7;6,091019E-05
2,75;6,101189E-05
2,8;7,397039E-05
2,85;7,740363E-05
2,9;8,493828E-05
2,95;8,783098E-05
3;7,999856E-05
3,05;7,12909E-05
3,1;6,409338E-05
3,15;5,575716E-05
3,2;5,790347E-05
3,25;6,136613E-05
3,3;6,546987E-05
3,35;6,431037E-05
3,4;6,249751E-05
3,45;6,267642E-05
3,5;7,398381E-05
3,55;7,718909E-05
3,6;7,03581E-05
3,65;6,911399E-05
3,7;6,703146E-05
3,75;6,842515E-05
3,8;6,93359E-05
3,85;7,087413E-05
3,9;7,075768E-05
3,95;7,33256E-05
4;8,309219E-05
4,05;9,437147E-05
4,1;8,722421E-05
4,15;8,210563E-05
4,2;7,774801E-05
4,25;7,745142E-05
4,3;7,66608E-05
4,35;7,634706E-05
4,4;7,634212E-05
4,45;7,646475E-05
4,5;7,580158E-05
4,55;7,496935E-05
4,6;7,480143E-05
4,65;7,587633E-05
4,7;7,830576E-05
4,75;8,096312E-05
4,8;8,101215E-05
4,85;8,089324E-05
4,9;8,083445E-05
4,95;8,077319E-05
5;8,166791E-05
