Tensao [V];Corrente [A]
-5;-0,0002863014
-4,95;-0,0002713972
-4,9;-0,0002656919
-4,85;-0,0002627268
-4,8;-0,0002601025
-4,75;-0,0002575889
-4,7;-0,0002545331
-4,65;-0,0002530024
-4,6;-0,0002520489
-4,55;-0,0002493107
-4,5;-0,0002476364
-4,45;-0,0002457108
-4,4;-0,0002446936
-4,35;-0,0002429311
-4,3;-0,0002413743
-4,25;-0,0002400924
-4,2;-0,0002390812
-4,15;-0,0002371703
-4,1;-0,0002353283
-4,05;-0,0002344127
-4;-0,0002333194
-3,95;-0,0002319466
-3,9;-0,0002294868
-3,85;-0,0002285282
-3,8;-0,0002286055
-3,75;-0,0002272548
-3,7;-0,0002248869
-3,65;-0,0002235521
-3,6;-0,0002230827
-3,55;-0,0002213287
-3,5;-0,0002196996
-3,45;-0,0002181836
-3,4;-0,0002177877
-3,35;-0,0002166418
-3,3;-0,0002148351
-3,25;-0,0002125701
-3,2;-0,0002122415
-3,15;-0,0002118444
-3,1;-0,0002098491
-3,05;-0,0002076796
-3;-0,0002075338
-2,95;-0,0002073953
-2,9;-0,0002053558
-2,85;-0,0002031606
-2,8;-0,0002004936
-2,75;-0,0001981011
-2,7;-0,0001980141
-2,65;-0,0001994652
-2,6;-0,000198872
-2,55;-0,0001974539
-2,5;-0,000195635
-2,45;-0,0001920462
-2,4;-0,0001903537
-2,35;-0,0001897725
-2,3;-0,0001885249
-2,25;-0,0001880371
-2,2;-0,0001856348
-2,15;-0,0001829652
-2,1;-0,000181655
-2,05;-0,0001848063
-2;-0,0001842632
-1,95;-0,0001846285
-1,9;-0,0001829875
-1,85;-0,0001820926
-1,8;-0,0001800642
-1,75;-0,0001794869
-1,7;-0,0001784768
-1,65;-0,0001751356
-1,6;-0,0001737949
-1,55;-0,0001736968
-1,5;-0,0001731317
-1,45;-0,0001697233
-1,4;-0,0001683713
-1,35;-0,0001673981
-1,3;-0,000165589
-1,25;-0,0001632283
-1,2;-0,0001611314
-1,15;-0,0001599043
-1,1;-0,0001584029
-1,05;-0,0001558916
-1;-0,0001513148
-0,95;-0,000150648
-0,9;-0,0001488046
-0,85;-0,0001453166
-0,8;-0,0001399921
-0,75;-0,0001353322
-0,7;-0,0001275345
-0,65;-0,000114247
-0,6;-9,022886E-05
-0,55;-4,408862E-05
-0,5;5,235169E-05
-0,45;0,0002445402
-0,4;0,0005940408
-0,35;0,001176406
-0,3;0,002088266
-0,25;0,004049244
-0,2;0,005529352
-0,15;0,008390177
-0,1;0,01250539
-0,05;0,01786834
0;0,02735272
0,05;0,03410075
0,1;0,04082196
0,15;0,0474017
0,2;0,05381965
0,25;0,0601161
0,3;0,06637001
0,35;0,07258286
0,4;0,07874757
0,45;0,08486588
0,5;0,09091071
0,55;0,09689631
0,6;0,1027393
0,65;0,1083903
0,7;0,1138173
0,75;0,1189588
0,8;0,123753
0,85;0,1258547
0,9;0,1331797
0,95;0,1376152
1;0,1419817
1,05;0,1462702
1,1;0,1525687
1,15;0,1570699
1,2;0,1612926
1,25;0,1652509
1,3;0,1687454
1,35;0,1720317
1,4;0,17504
1,45;0,177698
1,5;0,1796577
1,55;0,1839644
1,6;0,1868199
1,65;0,1893044
1,7;0,1916573
1,75;0,1939336
1,8;0,1960644
1,85;0,1980308
1,9;0,1998595
1,95;0,201624
2;0,2032664
2,05;0,2049873
2,1;0,2066596
2,15;0,2081915
2,2;0,2096939
2,25;0,2112888
2,3;0,2127328
2,35;0,214139
2,4;0,2155001
2,45;0,2167983
2,5;0,2180673
2,55;0,2193323
2,6;0,2205668
2,65;0,2217251
2,7;0,2229261
2,75;0,224051
2,8;0,2250847
2,85;0,2261062
2,9;0,2270463
2,95;0,2279737
3;0,2288985
3,05;0,2297827
3,1;0,2305834
3,15;0,2313874
3,2;0,2321732
3,25;0,2329329
3,3;0,2336341
3,35;0,234307
3,4;0,2349867
3,45;0,2356396
3,5;0,2362725
3,55;0,2368765
3,6;0,2375304
3,65;0,2381476
3,7;0,2387465
3,75;0,2393961
3,8;0,2400383
3,85;0,2406806
3,9;0,2413003
3,95;0,2419309
4;0,2425608
4,05;0,2432099
4,1;0,2438387
4,15;0,2444854
4,2;0,2451524
4,25;0,2458172
4,3;0,2464902
4,35;0,2472045
4,4;0,2478936
4,45;0,2485154
4,5;0,2491488
4,55;0,2497975
4,6;0,2504802
4,65;0,2511256
4,7;0,2517295
4,75;0,2523189
4,8;0,2528944
4,85;0,2534979
4,9;0,2541095
4,95;0,2546538
5;0,2552016
