Tensao [V];Corrente [A]
-5;-0.000156646
-4.95;-0.0001430662
-4.9;-0.0001352185
-4.85;-0.0001314369
-4.8;-0.0001300137
-4.75;-0.0001274786
-4.7;-0.0001235524
-4.65;-0.0001168054
-4.6;-0.0001162954
-4.55;-0.0001189971
-4.5;-0.0001197338
-4.45;-0.0001214942
-4.4;-0.0001233108
-4.35;-0.0001217197
-4.3;-0.0001166399
-4.25;-0.000113986
-4.2;-0.0001134196
-4.15;-0.0001127527
-4.1;-0.0001141723
-4.05;-0.0001137285
-4;-0.0001152559
-3.95;-0.0001126571
-3.9;-0.0001113063
-3.85;-0.0001097569
-3.8;-0.0001089502
-3.75;-0.000107668
-3.7;-0.00011663
-3.65;-0.0001086242
-3.6;-0.0001049945
-3.55;-0.0001035848
-3.5;-0.0001012214
-3.45;-0.0001002676
-3.4;-9.911301E-05
-3.35;-9.745441E-05
-3.3;-9.626289E-05
-3.25;-9.50591E-05
-3.2;-9.460692E-05
-3.15;-9.256335E-05
-3.1;-9.122729E-05
-3.05;-9.074921E-05
-3;-8.997812E-05
-2.95;-8.922915E-05
-2.9;-8.644283E-05
-2.85;-8.496324E-05
-2.8;-8.402182E-05
-2.75;-8.300324E-05
-2.7;-8.176997E-05
-2.65;-8.094012E-05
-2.6;-8.034805E-05
-2.55;-7.893219E-05
-2.5;-7.614221E-05
-2.45;-7.319899E-05
-2.4;-7.309731E-05
-2.35;-7.318676E-05
-2.3;-7.239732E-05
-2.25;-7.116416E-05
-2.2;-7.147308E-05
-2.15;-7.077067E-05
-2.1;-6.812166E-05
-2.05;-6.697429E-05
-2;-6.684681E-05
-1.95;-6.71557E-05
-1.9;-6.648766E-05
-1.85;-6.49026E-05
-1.8;-6.370254E-05
-1.75;-6.266433E-05
-1.7;-6.201591E-05
-1.65;-6.053749E-05
-1.6;-6.02421E-05
-1.55;-5.882135E-05
-1.5;-5.62483E-05
-1.45;-5.383835E-05
-1.4;-5.367532E-05
-1.35;-5.320091E-05
-1.3;-5.186845E-05
-1.25;-5.051388E-05
-1.2;-4.980049E-05
-1.15;-4.982868E-05
-1.1;-4.805124E-05
-1.05;-4.613893E-05
-1;-4.485182E-05
-0.95;-4.365422E-05
-0.9;-4.289909E-05
-0.85;-4.034939E-05
-0.8;-3.821277E-05
-0.75;-3.698938E-05
-0.7;-3.462602E-05
-0.65;-3.047533E-05
-0.6;-2.559905E-05
-0.55;-1.810435E-05
-0.5;-3.387112E-06
-0.45;2.427534E-05
-0.4;7.499121E-05
-0.35;0.000168412
-0.3;0.000340811
-0.25;0.0006495152
-0.2;0.001199153
-0.15;0.002609053
-0.1;0.003835088
-0.05;0.006163176
0;0.009809153
0.05;0.01243146
0.1;0.01562143
0.15;0.01877587
0.2;0.0233168
0.25;0.02620999
0.3;0.02905713
0.35;0.03182856
0.4;0.03450189
0.45;0.03708019
0.5;0.03955065
0.55;0.04191105
0.6;0.0441559
0.65;0.04630915
0.7;0.04839185
0.75;0.05038946
0.8;0.05231321
0.85;0.05417603
0.9;0.05598031
0.95;0.05770483
1;0.05936563
1.05;0.06096903
1.1;0.06251661
1.15;0.06400685
1.2;0.06542135
1.25;0.06677231
1.3;0.06806351
1.35;0.06930077
1.4;0.07045303
1.45;0.07154019
1.5;0.07256293
1.55;0.07354874
1.6;0.07446688
1.65;0.07531951
1.7;0.07612876
1.75;0.07691241
1.8;0.07764198
1.85;0.07832829
1.9;0.07898723
1.95;0.07962912
2;0.08024997
2.05;0.08083063
2.1;0.0813878
2.15;0.08195386
2.2;0.08249068
2.25;0.08299313
2.3;0.08347909
2.35;0.08396052
2.4;0.08443074
2.45;0.084875
2.5;0.08530107
2.55;0.08572931
2.6;0.0861497
2.65;0.0865333
2.7;0.08691264
2.75;0.08729321
2.8;0.08765927
2.85;0.08801801
2.9;0.08834473
2.95;0.08866801
3;0.0889932
3.05;0.08928868
3.1;0.08956228
3.15;0.08983223
3.2;0.09009325
3.25;0.090356
3.3;0.09057852
3.35;0.09081012
3.4;0.09103404
3.45;0.09124619
3.5;0.09145544
3.55;0.0916503
3.6;0.09185527
3.65;0.09206004
3.7;0.09225932
3.75;0.09244296
3.8;0.09263799
3.85;0.09284501
3.9;0.09304011
3.95;0.09323453
4;0.09342811
4.05;0.09362727
4.1;0.09382697
4.15;0.09401578
4.2;0.09420348
4.25;0.09440488
4.3;0.09460148
4.35;0.09478295
4.4;0.09496895
4.45;0.09517255
4.5;0.0953519
4.55;0.09552904
4.6;0.0957062
4.65;0.09588878
4.7;0.09606701
4.75;0.09623015
4.8;0.09638948
4.85;0.09657469
4.9;0.09673606
4.95;0.09689289
5;0.0970464
