Tensao [V];Corrente [A]
-5;-0,0001530677
-4,95;-0,0001391759
-4,9;-0,0001344312
-4,85;-0,0001310765
-4,8;-0,0001290297
-4,75;-0,0001259998
-4,7;-0,0001244298
-4,65;-0,0001230692
-4,6;-0,0001217099
-4,55;-0,0001193198
-4,5;-0,000117713
-4,45;-0,0001166809
-4,4;-0,0001151244
-4,35;-0,0001131252
-4,3;-0,0001114596
-4,25;-0,0001108075
-4,2;-0,0001093661
-4,15;-0,000107937
-4,1;-0,0001062603
-4,05;-0,0001061929
-4;-0,0001052454
-3,95;-0,0001033174
-3,9;-0,0001015855
-3,85;-0,0001009972
-3,8;-0,0001005878
-3,75;-9,948955E-05
-3,7;-9,858867E-05
-3,65;-9,732137E-05
-3,6;-9,631634E-05
-3,55;-9,436259E-05
-3,5;-9,269081E-05
-3,45;-9,202519E-05
-3,4;-9,111454E-05
-3,35;-9,000407E-05
-3,3;-8,798174E-05
-3,25;-8,778434E-05
-3,2;-8,743994E-05
-3,15;-8,559039E-05
-3,1;-8,403752E-05
-3,05;-8,3318E-05
-3;-8,277626E-05
-2,95;-8,171485E-05
-2,9;-8,019864E-05
-2,85;-7,935667E-05
-2,8;-7,845818E-05
-2,75;-7,764063E-05
-2,7;-7,594188E-05
-2,65;-7,469782E-05
-2,6;-7,383991E-05
-2,55;-7,252838E-05
-2,5;-7,137256E-05
-2,45;-6,968603E-05
-2,4;-6,901311E-05
-2,35;-6,865404E-05
-2,3;-6,687558E-05
-2,25;-6,543908E-05
-2,2;-6,624555E-05
-2,15;-6,452225E-05
-2,1;-6,343265E-05
-2,05;-6,169951E-05
-2;-6,132812E-05
-1,95;-6,04138E-05
-1,9;-5,903247E-05
-1,85;-5,675759E-05
-1,8;-5,5967E-05
-1,75;-5,579543E-05
-1,7;-5,433813E-05
-1,65;-5,275817E-05
-1,6;-5,138545E-05
-1,55;-5,124695E-05
-1,5;-4,951016E-05
-1,45;-4,779548E-05
-1,4;-4,719118E-05
-1,35;-4,662983E-05
-1,3;-4,586131E-05
-1,25;-4,350558E-05
-1,2;-4,20274E-05
-1,15;-4,076989E-05
-1,1;-3,874381E-05
-1,05;-3,638315E-05
-1;-3,419533E-05
-0,95;-3,286792E-05
-0,9;-3,025845E-05
-0,85;-2,719058E-05
-0,8;-2,280633E-05
-0,75;-1,928618E-05
-0,7;-1,464944E-05
-0,65;-7,328482E-06
-0,6;3,835067E-06
-0,55;2,201838E-05
-0,5;5,820609E-05
-0,45;0,0001294954
-0,4;0,0002573756
-0,35;0,0004682628
-0,3;0,0007950419
-0,25;0,001281026
-0,2;0,001986124
-0,15;0,003413674
-0,1;0,004438706
-0,05;0,006230847
0;0,008851819
0,05;0,01069209
0,1;0,01295397
0,15;0,01523951
0,2;0,01748293
0,25;0,01968527
0,3;0,02292878
0,35;0,02502827
0,4;0,0271009
0,45;0,0291403
0,5;0,03118286
0,55;0,03319906
0,6;0,03515695
0,65;0,03706526
0,7;0,03893723
0,75;0,04077549
0,8;0,04254904
0,85;0,0442617
0,9;0,04593485
0,95;0,04757099
1;0,04914743
1,05;0,05064638
1,1;0,05209082
1,15;0,05349912
1,2;0,05484049
1,25;0,05610366
1,3;0,05730721
1,35;0,05848439
1,4;0,05960383
1,45;0,06065187
1,5;0,06165085
1,55;0,06261281
1,6;0,06354938
1,65;0,0644123
1,7;0,06524006
1,75;0,06603928
1,8;0,0668083
1,85;0,06752921
1,9;0,06821035
1,95;0,06885789
2;0,06950496
2,05;0,07011294
2,1;0,07068537
2,15;0,07123884
2,2;0,07179007
2,25;0,07231277
2,3;0,07280602
2,35;0,07328543
2,4;0,07377022
2,45;0,07423606
2,5;0,07467108
2,55;0,07509132
2,6;0,07552132
2,65;0,07593926
2,7;0,07633053
2,75;0,07670932
2,8;0,07708609
2,85;0,07745341
2,9;0,07779908
2,95;0,07812415
3;0,07844741
3,05;0,07876582
3,1;0,07905921
3,15;0,07932666
3,2;0,07959657
3,25;0,07986419
3,3;0,08011843
3,35;0,08034897
3,4;0,08057999
3,45;0,08081519
3,5;0,08104447
3,55;0,08126415
3,6;0,08147318
3,65;0,081698
3,7;0,08192654
3,75;0,08213476
3,8;0,08234246
3,85;0,08256779
3,9;0,08279807
3,95;0,08300848
4;0,08323036
4,05;0,08345351
4,1;0,0836802
4,15;0,08390746
4,2;0,0841175
4,25;0,08434628
4,3;0,08457643
4,35;0,08480435
4,4;0,08501934
4,45;0,08523589
4,5;0,08547017
4,55;0,08569342
4,6;0,08590638
4,65;0,08612092
4,7;0,08634448
4,75;0,08656054
4,8;0,08676844
4,85;0,08696991
4,9;0,08718441
4,95;0,08739203
5;0,08759253
