Tensao [V];Corrente [A]
-5;-0,0003154419
-4,95;-0,0003018308
-4,9;-0,0002961535
-4,85;-0,0002917729
-4,8;-0,0002897838
-4,75;-0,000287021
-4,7;-0,0002845846
-4,65;-0,0002826137
-4,6;-0,0002805606
-4,55;-0,0002786988
-4,5;-0,0002775737
-4,45;-0,0002756679
-4,4;-0,0002736261
-4,35;-0,0002721355
-4,3;-0,0002711538
-4,25;-0,0002691901
-4,2;-0,0002668748
-4,15;-0,0002655439
-4,1;-0,000264013
-4,05;-0,0002634835
-4;-0,0002618275
-3,95;-0,0002606057
-3,9;-0,000259701
-3,85;-0,0002588322
-3,8;-0,0002573823
-3,75;-0,0002563697
-3,7;-0,0002574103
-3,65;-0,0002557041
-3,6;-0,000254672
-3,55;-0,0002530531
-3,5;-0,0002523263
-3,45;-0,0002511448
-3,4;-0,0002498959
-3,35;-0,000248181
-3,3;-0,0002472655
-3,25;-0,0002462434
-3,2;-0,000244661
-3,15;-0,0002438349
-3,1;-0,0002421031
-3,05;-0,0002411347
-3;-0,0002395192
-2,95;-0,0002375962
-2,9;-0,0002376218
-2,85;-0,0002359588
-2,8;-0,0002342943
-2,75;-0,0002327635
-2,7;-0,0002316958
-2,65;-0,0002303025
-2,6;-0,0002280433
-2,55;-0,0002266659
-2,5;-0,0002252526
-2,45;-0,0002239412
-2,4;-0,0002223037
-2,35;-0,0002210314
-2,3;-0,000219454
-2,25;-0,0002180161
-2,2;-0,0002160601
-2,15;-0,0002139641
-2,1;-0,0002129997
-2,05;-0,000211117
-2;-0,0002103682
-1,95;-0,0002089793
-1,9;-0,0002072968
-1,85;-0,0002052902
-1,8;-0,0002031942
-1,75;-0,0002023095
-1,7;-0,000201254
-1,65;-0,0002001301
-1,6;-0,0001983272
-1,55;-0,0001972534
-1,5;-0,0001956368
-1,45;-0,000194215
-1,4;-0,0001922295
-1,35;-0,0001897722
-1,3;-0,0001884926
-1,25;-0,0001863733
-1,2;-0,0001845997
-1,15;-0,0001823114
-1,1;-0,0001802829
-1,05;-0,0001787987
-1;-0,0001757799
-0,95;-0,0001731154
-0,9;-0,0001706799
-0,85;-0,0001676158
-0,8;-0,0001631458
-0,75;-0,0001570432
-0,7;-0,0001479059
-0,65;-0,0001343954
-0,6;-0,0001089849
-0,55;-5,838218E-05
-0,5;4,64719E-05
-0,45;0,0002531857
-0,4;0,0006324118
-0,35;0,001266477
-0,3;0,002730746
-0,25;0,003811599
-0,2;0,005979869
-0,15;0,009199129
-0,1;0,01375362
-0,05;0,01968473
0;0,03163366
0,05;0,03913113
0,1;0,04632066
0,15;0,05319343
0,2;0,06005548
0,25;0,06698323
0,3;0,07393785
0,35;0,08087325
0,4;0,08777064
0,45;0,0946125
0,5;0,1014332
0,55;0,1081806
0,6;0,1147874
0,65;0,121239
0,7;0,1275129
0,75;0,1336333
0,8;0,1395685
0,85;0,1453288
0,9;0,1508928
0,95;0,1562486
1;0,161396
1,05;0,1663331
1,1;0,1710559
1,15;0,175574
1,2;0,17985
1,25;0,1839344
1,3;0,1878071
1,35;0,1915197
1,4;0,1950373
1,45;0,1983785
1,5;0,2015477
1,55;0,2045714
1,6;0,2074435
1,65;0,2100548
1,7;0,2126715
1,75;0,2151215
1,8;0,2174257
1,85;0,2196153
1,9;0,2216958
1,95;0,2236739
2;0,2255572
2,05;0,2273738
2,1;0,22912
2,15;0,2308028
2,2;0,2324206
2,25;0,2339847
2,3;0,2355127
2,35;0,2369929
2,4;0,2384141
2,45;0,2398084
2,5;0,2411756
2,55;0,2425074
2,6;0,2437901
2,65;0,2450538
2,7;0,2462899
2,75;0,247483
2,8;0,2486258
2,85;0,2497466
2,9;0,2508339
2,95;0,2518801
3;0,2528625
3,05;0,2538167
3,1;0,254744
3,15;0,2556112
3,2;0,256428
3,25;0,2572261
3,3;0,258017
3,35;0,2587451
3,4;0,2594578
3,45;0,2601668
3,5;0,260876
3,55;0,2615589
3,6;0,2622168
3,65;0,262872
3,7;0,2635585
3,75;0,2642323
3,8;0,26489
3,85;0,2655587
3,9;0,2662612
3,95;0,2669254
4;0,2675922
4,05;0,2682674
4,1;0,2689546
4,15;0,2696378
4,2;0,270321
4,25;0,2710009
4,3;0,2716956
4,35;0,2723615
4,4;0,2730302
4,45;0,2736862
4,5;0,2743694
4,55;0,2750199
4,6;0,2756686
4,65;0,276315
4,7;0,2769609
4,75;0,2776104
4,8;0,2782154
4,85;0,2788299
4,9;0,2794544
4,95;0,2800747
5;0,2806445
