Tensao [V];Corrente [A]
-5;-0,0003220147
-4,95;-0,0003052669
-4,9;-0,0002989179
-4,85;-0,0002935996
-4,8;-0,0002888771
-4,75;-0,0002875765
-4,7;-0,0002851472
-4,65;-0,0002843689
-4,6;-0,0002814678
-4,55;-0,0002789525
-4,5;-0,0002766311
-4,45;-0,0002773925
-4,4;-0,0002778102
-4,35;-0,0002767425
-4,3;-0,0002693504
-4,25;-0,0002664028
-4,2;-0,0002659481
-4,15;-0,0002618236
-4,1;-0,000265519
-4,05;-0,0002648239
-4;-0,0002640897
-3,95;-0,0002613247
-3,9;-0,0002602435
-3,85;-0,0002576255
-3,8;-0,0002586038
-3,75;-0,0002583169
-3,7;-0,0002544496
-3,65;-0,0002466359
-3,6;-0,0002486463
-3,55;-0,0002537071
-3,5;-0,0002519457
-3,45;-0,0002517583
-3,4;-0,0002503522
-3,35;-0,0002502959
-3,3;-0,0002498976
-3,25;-0,0002485271
-3,2;-0,0002468542
-3,15;-0,0002503239
-3,1;-0,00025488
-3,05;-0,0002527521
-3;-0,0002427922
-2,95;-0,0002423705
-2,9;-0,0002456273
-2,85;-0,0002496143
-2,8;-0,0002406644
-2,75;-0,0002391849
-2,7;-0,0002405492
-2,65;-0,0002447166
-2,6;-0,000240532
-2,55;-0,0002400723
-2,5;-0,0002396813
-2,45;-0,0002275361
-2,4;-0,0002264782
-2,35;-0,0002274357
-2,3;-0,0002317462
-2,25;-0,0002272186
-2,2;-0,000223327
-2,15;-0,0002195311
-2,1;-0,0002145228
-2,05;-0,0002085049
-2;-0,0002024167
-1,95;-0,0001969319
-1,9;-0,000193935
-1,85;-0,0001893803
-1,8;-0,0001839591
-1,75;-0,0001773109
-1,7;-0,0001722157
-1,65;-0,0001665445
-1,6;-0,0001597224
-1,55;-0,0001523375
-1,5;-0,0001454087
-1,45;-0,0001366389
-1,4;-0,0001248845
-1,35;-0,0001102768
-1,3;-9,484535E-05
-1,25;-7,434803E-05
-1,2;-4,405514E-05
-1,15;-2,559401E-06
-1,1;5,134885E-05
-1,05;0,0001221732
-1;0,0002150703
-0,95;0,0003394095
-0,9;0,0005120251
-0,85;0,0007682424
-0,8;0,001170318
-0,75;0,001804792
-0,7;0,003297459
-0,65;0,004483905
-0,6;0,006855186
-0,55;0,01030161
-0,5;0,01502876
-0,45;0,02469937
-0,4;0,03390953
-0,35;0,04520039
-0,3;0,05858069
-0,25;0,07399998
-0,2;0,09117772
-0,15;0,1100872
-0,1;0,1306218
-0,05;0,152502
0;0,1756912
0,05;0,1996681
0,1;0,224565
0,15;0,2500734
0,2;0,2760601
0,25;0,3026008
0,3;0,3297642
0,35;0,3574985
0,4;0,3857965
0,45;0,4147065
0,5;0,4441939
0,55;0,4742434
0,6;0,5048906
0,65;0,5361083
0,7;0,5678794
0,75;0,6001645
0,8;0,6328796
0,85;0,6659621
0,9;0,699171
0,95;0,7324038
1;0,7654525
1,05;0,798167
1,1;0,8304194
1,15;0,8621282
1,2;0,8931699
1,25;0,9234458
1,3;0,9528455
1,35;0,9814521
1,4;1,009195
1,45;1,036009
1,5;1,061931
1,55;1,086924
1,6;1,111102
1,65;1,134466
1,7;1,157074
1,75;1,179003
1,8;1,200295
1,85;1,220982
1,9;1,241083
1,95;1,260604
2;1,279639
2,05;1,298176
2,1;1,316136
2,15;1,333635
2,2;1,350616
2,25;1,367121
2,3;1,383126
2,35;1,398675
2,4;1,413768
2,45;1,428369
2,5;1,442557
2,55;1,45634
2,6;1,469688
2,65;1,482615
2,7;1,495159
2,75;1,507209
2,8;1,518928
2,85;1,530131
2,9;1,541007
2,95;1,551454
3;1,561427
3,05;1,571168
3,1;1,580495
3,15;1,589563
3,2;1,598361
3,25;1,606944
3,3;1,615381
3,35;1,623573
3,4;1,63167
3,45;1,639579
3,5;1,647539
3,55;1,655342
3,6;1,663102
3,65;1,670734
3,7;1,678414
3,75;1,686028
3,8;1,693638
3,85;1,701162
3,9;1,70862
3,95;1,716118
4;1,723524
4,05;1,730896
4,1;1,738237
4,15;1,745523
4,2;1,752791
4,25;1,760031
4,3;1,767132
4,35;1,77431
4,4;1,781316
4,45;1,78829
4,5;1,795188
4,55;1,802026
4,6;1,808816
4,65;1,815486
4,7;1,822072
4,75;1,828521
4,8;1,834952
4,85;1,841268
4,9;1,847462
4,95;1,853589
5;1,859673
