Tensao [V];Corrente [A]
-5;-0,0001566666
-4,95;-0,0001414516
-4,9;-0,0001348302
-4,85;-0,0001309754
-4,8;-0,0001267687
-4,75;-0,0001245292
-4,7;-0,0001226281
-4,65;-0,0001213754
-4,6;-0,0001188639
-4,55;-0,0001180353
-4,5;-0,0001154834
-4,45;-0,000115123
-4,4;-0,0001133309
-4,35;-0,0001120685
-4,3;-0,0001111247
-4,25;-0,000110209
-4,2;-0,0001084427
-4,15;-0,0001072943
-4,1;-0,000105892
-4,05;-0,0001049053
-4;-0,000103655
-3,95;-0,0001003664
-3,9;-9,915178E-05
-3,85;-9,824227E-05
-3,8;-9,714405E-05
-3,75;-9,569637E-05
-3,7;-9,549909E-05
-3,65;-9,341287E-05
-3,6;-9,576632E-05
-3,55;-9,507369E-05
-3,5;-9,094182E-05
-3,45;-8,816801E-05
-3,4;-8,633307E-05
-3,35;-8,559393E-05
-3,3;-8,505216E-05
-3,25;-8,386689E-05
-3,2;-8,229063E-05
-3,15;-8,105879E-05
-3,1;-7,872984E-05
-3,05;-7,906579E-05
-3;-8,025961E-05
-2,95;-7,958906E-05
-2,9;-7,82347E-05
-2,85;-7,70923E-05
-2,8;-7,514101E-05
-2,75;-7,992249E-05
-2,7;-7,499019E-05
-2,65;-7,351442E-05
-2,6;-7,190257E-05
-2,55;-6,970852E-05
-2,5;-6,726319E-05
-2,45;-6,637824E-05
-2,4;-6,43043E-05
-2,35;-6,152066E-05
-2,3;-5,844655E-05
-2,25;-5,32899E-05
-2,2;-4,974266E-05
-2,15;-5,189504E-05
-2,1;-4,161362E-05
-2,05;-3,106992E-05
-2;-3,17171E-05
-1,95;-2,892734E-05
-1,9;-2,447305E-05
-1,85;-1,929312E-05
-1,8;-1,105133E-05
-1,75;5,438515E-06
-1,7;1,412911E-05
-1,65;1,43044E-05
-1,6;1,798656E-05
-1,55;2,546489E-05
-1,5;3,502208E-05
-1,45;4,832643E-05
-1,4;6,415095E-05
-1,35;8,655032E-05
-1,3;0,0001162615
-1,25;0,0001550345
-1,2;0,000204881
-1,15;0,0002686584
-1,1;0,0003528198
-1,05;0,0004554949
-1;0,0005825705
-0,95;0,0007371206
-0,9;0,0009228398
-0,85;0,001139578
-0,8;0,001389667
-0,75;0,001673474
-0,7;0,001994587
-0,65;0,002459108
-0,6;0,002768545
-0,55;0,003215988
-0,5;0,003734478
-0,45;0,004324153
-0,4;0,004986444
-0,35;0,005718253
-0,3;0,006521333
-0,25;0,007395073
-0,2;0,008342176
-0,15;0,009369124
-0,1;0,0104788
-0,05;0,01167547
0;0,01324667
0,05;0,01434942
0,1;0,0157279
0,15;0,01716898
0,2;0,01861961
0,25;0,02007959
0,3;0,02228969
0,35;0,02374268
0,4;0,02521802
0,45;0,02672206
0,5;0,02822673
0,55;0,02974182
0,6;0,03127732
0,65;0,03283441
0,7;0,03439111
0,75;0,0359498
0,8;0,03749851
0,85;0,03905695
0,9;0,04061553
0,95;0,04215169
1;0,04366001
1,05;0,04515449
1,1;0,0466293
1,15;0,04807919
1,2;0,04948054
1,25;0,05085603
1,3;0,05221172
1,35;0,05352551
1,4;0,05479887
1,45;0,05604515
1,5;0,05727621
1,55;0,0584772
1,6;0,05964314
1,65;0,06078304
1,7;0,06192118
1,75;0,06303707
1,8;0,06412264
1,85;0,06519595
1,9;0,06625668
1,95;0,06731016
2;0,06834259
2,05;0,06935855
2,1;0,07036741
2,15;0,07137359
2,2;0,07235287
2,25;0,07332627
2,3;0,07428399
2,35;0,07523895
2,4;0,07617725
2,45;0,0770901
2,5;0,07799446
2,55;0,07889109
2,6;0,07976798
2,65;0,08061862
2,7;0,081458
2,75;0,08229179
2,8;0,08310543
2,85;0,0838887
2,9;0,08466181
2,95;0,08543044
3;0,08618176
3,05;0,0869117
3,1;0,0876237
3,15;0,08833902
3,2;0,08904682
3,25;0,0897293
3,3;0,0904023
3,35;0,09106972
3,4;0,09174754
3,45;0,09240036
3,5;0,09307025
3,55;0,0937173
3,6;0,09436908
3,65;0,09498889
3,7;0,09560568
3,75;0,09627243
3,8;0,09690778
3,85;0,09752856
3,9;0,09814264
3,95;0,09874665
4;0,09935599
4,05;0,09996216
4,1;0,1005514
4,15;0,1011415
4,2;0,1017241
4,25;0,102301
4,3;0,1028657
4,35;0,1034255
4,4;0,1039802
4,45;0,104531
4,5;0,1050611
4,55;0,1055859
4,6;0,1061201
4,65;0,1066368
4,7;0,107142
4,75;0,1076372
4,8;0,1081278
4,85;0,1086214
4,9;0,1090949
4,95;0,1095595
5;0,1100229
