Tensao [V];Corrente [A]
-5;-0,001290392
-4,95;-0,001273952
-4,9;-0,001272057
-4,85;-0,001267211
-4,8;-0,001263924
-4,75;-0,001265104
-4,7;-0,001258953
-4,65;-0,001258462
-4,6;-0,001259115
-4,55;-0,001253154
-4,5;-0,00125375
-4,45;-0,001251546
-4,4;-0,001250158
-4,35;-0,001252176
-4,3;-0,001250218
-4,25;-0,001246182
-4,2;-0,001247382
-4,15;-0,001246084
-4,1;-0,00124169
-4,05;-0,00124521
-4;-0,001243202
-3,95;-0,001238243
-3,9;-0,001236858
-3,85;-0,001234277
-3,8;-0,001231008
-3,75;-0,001234249
-3,7;-0,001234696
-3,65;-0,001229103
-3,6;-0,001233274
-3,55;-0,001231614
-3,5;-0,001226734
-3,45;-0,001226582
-3,4;-0,001225618
-3,35;-0,001221919
-3,3;-0,001223443
-3,25;-0,001219776
-3,2;-0,001215848
-3,15;-0,00122031
-3,1;-0,001217562
-3,05;-0,001216137
-3;-0,001216348
-2,95;-0,001211303
-2,9;-0,001213436
-2,85;-0,001211147
-2,8;-0,001207298
-2,75;-0,001207797
-2,7;-0,001202831
-2,65;-0,001200041
-2,6;-0,001196014
-2,55;-0,001189276
-2,5;-0,001190427
-2,45;-0,001185815
-2,4;-0,001176833
-2,35;-0,00116908
-2,3;-0,00116254
-2,25;-0,001151841
-2,2;-0,001144068
-2,15;-0,001128833
-2,1;-0,001119536
-2,05;-0,001103029
-2;-0,001086845
-1,95;-0,00107012
-1,9;-0,00105063
-1,85;-0,001033196
-1,8;-0,001001905
-1,75;-0,000979486
-1,7;-0,0009511358
-1,65;-0,0009060559
-1,6;-0,0008487081
-1,55;-0,0007697281
-1,5;-0,0006661534
-1,45;-0,0005360591
-1,4;-0,0003679779
-1,35;-0,0001496045
-1,3;0,0001109859
-1,25;0,0004327659
-1,2;0,0008393386
-1,15;0,00134483
-1,1;0,002007264
-1,05;0,00327057
-1;0,004190396
-0,95;0,005957345
-0,9;0,0085791
-0,85;0,01237886
-0,8;0,01778908
-0,75;0,02945932
-0,7;0,04114617
-0,65;0,05642061
-0,6;0,07636678
-0,55;0,1023902
-0,5;0,1348407
-0,45;0,1732977
-0,4;0,2159051
-0,35;0,2611897
-0,3;0,3087637
-0,25;0,3582378
-0,2;0,4093438
-0,15;0,4619476
-0,1;0,5159835
-0,05;0,5713532
0;0,6284042
0,05;0,686252
0,1;0,7457961
0,15;0,8068857
0,2;0,8695958
0,25;0,9341541
0,3;1,00063
0,35;1,069087
0,4;1,139568
0,45;1,212076
0,5;1,286649
0,55;1,363264
0,6;1,441885
0,65;1,522232
0,7;1,604238
0,75;1,687948
0,8;1,772919
0,85;1,858986
0,9;1,945779
0,95;2,03306
1;2,120921
1,05;2,209096
1,1;2,297171
1,15;2,385085
1,2;2,473
1,25;2,560402
1,3;2,647602
1,35;2,734603
1,4;2,821194
1,45;2,907236
1,5;2,992427
1,55;3,077196
1,6;3,161153
1,65;3,244621
1,7;3,327429
1,75;3,409348
1,8;3,490797
1,85;3,571032
1,9;3,651016
1,95;3,72988
2;3,808054
2,05;3,885508
2,1;3,962522
2,15;4,037764
2,2;4,113168
2,25;4,187573
2,3;4,261094
2,35;4,333574
2,4;4,404973
2,45;4,475395
2,5;4,544534
2,55;4,612287
2,6;4,678773
2,65;4,74413
2,7;4,808024
2,75;4,871016
2,8;4,932962
2,85;4,993978
2,9;5,052965
2,95;5,111417
3;5,168167
3,05;5,223686
3,1;5,278263
3,15;5,331472
3,2;5,384183
3,25;5,435566
3,3;5,485841
3,35;5,536002
3,4;5,5851
3,45;5,633804
3,5;5,681655
3,55;5,729457
3,6;5,776394
3,65;5,822352
3,7;5,868631
3,75;5,914223
3,8;5,959478
3,85;6,003867
3,9;6,048443
3,95;6,092059
4;6,134938
4,05;6,177611
4,1;6,219688
4,15;6,261103
4,2;6,302233
4,25;6,342637
4,3;6,382487
4,35;6,422104
4,4;6,460519
4,45;6,498592
4,5;6,53606
4,55;6,572975
4,6;6,609203
4,65;6,644669
4,7;6,679955
4,75;6,714034
4,8;6,747825
4,85;6,780924
4,9;6,813358
4,95;6,845169
5;6,876464
